class template, instantiations, multiple overload instantiations, loc, definition file path, line
icinga::Registry, //5, //2, //51, //lib/base/registry.h, //39
icinga::Attribute, //85, //5, //24, //lib/base/attribute.h, //75
icinga::Singleton, //2, //2, //16, //lib/base/singleton.h, //35
icinga::WeakPtrEqual, //0, //0, //11, //lib/base/object.h, //150

function template, instantiations, multiple overload instantiations, loc, definition file path, line
icinga::Value::IsObjectType, //17, //1, //6, //lib/base/value.h, //95
icinga::Value::Value, //0, //0, //7, //lib/base/value.h, //64
icinga::CompatComponent::DumpNameList, //0, //0, //13, //components/compat/compatcomponent.h, //76
icinga::CompatComponent::DumpStringList, //0, //0, //12, //components/compat/compatcomponent.h, //92
icinga::MessagePart::Get, //9, //1, //8, //lib/remoting/messagepart.h, //51
icinga::MessagePart::Set, //1, //1, //4, //lib/remoting/messagepart.h, //69
icinga::String::String, //2, //1, //3, //lib/base/qstring.h, //52
icinga::String::insert, //0, //0, //4, //lib/base/qstring.h, //91
icinga::ScriptFunctionWrapperR, //0, //0, //4, //lib/base/scriptfunctionwrapper.h, //37

