class template, instantiations, multiple overload instantiations, loc, definition file path, line
icinga::Singleton, //7, //7, //15, //lib/base/singleton.h, //35
icinga::ObjectImpl, //0, //0, //3, //lib/base/object.h, //188
icinga::TypeImpl, //0, //0, //3, //lib/base/type.h, //82
icinga::Registry, //2, //1, //73, //lib/base/registry.h, //39
icinga::WeakPtrEqual, //0, //0, //11, //lib/base/object.h, //162

function template, instantiations, multiple overload instantiations, loc, definition file path, line
icinga::Value::IsObjectType, //33, //1, //6, //lib/base/value.h, //121
icinga::DiagnosticInformation, //9, //1, //22, //lib/base/exception.h, //54
icinga::Convert::ToString, //27, //1, //4, //lib/base/convert.h, //65
icinga::Convert::ToDouble, //20, //1, //10, //lib/base/convert.h, //51
icinga::Convert::ToLong, //45, //1, //10, //lib/base/convert.h, //39
icinga::StatusDataWriter::DumpNameList, //0, //0, //13, //components/compat/statusdatawriter.h, //64
icinga::StatusDataWriter::DumpStringList, //0, //0, //12, //components/compat/statusdatawriter.h, //80
icinga::String::String, //5, //1, //3, //lib/base/qstring.h, //54
icinga::String::insert, //0, //0, //4, //lib/base/qstring.h, //101
icinga::ScriptFunctionWrapperR, //0, //0, //4, //lib/base/scriptfunctionwrapper.h, //37
icinga::Value::Value, //0, //0, //7, //lib/base/value.h, //64

