total STL types, total instantiations of STL types, total STL functions, total instantiations of STL functions
5, 65, 10, 53

STL type, instantiations
std::vector, 40
std::map, 9
std::list, 10
std::char_traits, 1
std::set, 5

STL function, function calls
std::min, 13
std::operator==, 5
std::operator+, 4
std::operator<<, 6
std::basic_string::basic_string, 1
std::max, 20
std::remove_copy, 1
std::fill, 3

