class implementing CRTP, uses, developer, email, edit time, definition file path, line

virtual function, calls, developer, email, edit time, definition file path, line
EpochIO::GetExportMaskCapability, //0, //h, //, //, //meshlab/src/meshlabplugins/epoch_io/epoch_io.h, //62
EpochIO::Info, //0, //cpp, //, //, //meshlab/src/meshlabplugins/epoch_io/epoch_io.cpp, //711
EditPaintPlugin::Info, //0, //cpp, //, //, //meshlab/src/meshlabplugins/editpaint/editpaint.cpp, //101
GLLogStream::Logf, //0, //cpp, //, //, //meshlab/src/meshlab/GLLogStream.cpp, //73
MainWindowInterface::executeFilter, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //133
MeshDecorateInterface::Finalize, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //235
MeshDecorateInterface::ID, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //239
MeshDecorateInterface::Init, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //233
MeshEditInterface::EndEdit, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //266
MeshEditInterface::StartEdit, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //264
MeshFilterInterface::ID, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //163
MeshFilterInterface::getClass, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //147
MeshFilterInterface::getParameters, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //150
MeshFilterInterface::getRequirements, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //153
MeshRenderInterface::Finalize, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //216
MeshRenderInterface::Init, //0, //h, //, //, //meshlab/src/meshlab/interfaces.h, //214
ExtraMeshColorizePlugin::Info, //0, //cpp, //, //, //meshlab/src/meshlabplugins/meshcolorize/meshcolorize.cpp, //201
ExtraMeshColorizePlugin::ST, //0, //cpp, //, //, //meshlab/src/meshlabplugins/meshcolorize/meshcolorize.cpp, //162
ExtraMeshEditPlugin::Info, //0, //cpp, //, //, //meshlab/src/meshlabplugins/meshedit/meshedit.cpp, //88
ExtraMeshFilterPlugin::Info, //0, //cpp, //, //, //meshlab/src/meshlabplugins/meshfilter/meshfilter.cpp, //342
ExtraMeshFilterPlugin::ST, //0, //cpp, //, //, //meshlab/src/meshlabplugins/meshfilter/meshfilter.cpp, //272
DummyPlugin::isSupported, //0, //h, //, //, //meshlab/src/meshlabplugins/dummy/dummy.h, //61
MeshShaderRenderPlugin::Info, //0, //cpp, //, //, //meshlab/src/meshlabplugins/meshrender/meshrender.cpp, //508
MeshShaderRenderPlugin::isSupported, //0, //h, //, //, //meshlab/src/meshlabplugins/meshrender/meshrender.h, //139
ExtraMeshEditPlugin::EndEdit, //0, //h, //, //, //meshlab/src/meshlabplugins/meshedit/meshedit.h, //48
