class template, instantiations, multiple overload instantiations, loc, definition file path, line
Vector, //464, //113, //183, //storage/ndb/include/util/Vector.hpp, //25
HashMap, //2, //2, //100, //storage/ndb/include/util/HashMap.hpp, //47
I_List, //28, //8, //17, //sql/sql_list.h, //659
I_List_iterator, //19, //7, //6, //sql/sql_list.h, //678
List_iterator_fast, //160, //27, //19, //sql/sql_list.h, //501
Bitmask, //61, //20, //40, //storage/ndb/include/util/Bitmask.hpp, //1203
List, //652, //44, //28, //sql/sql_list.h, //455
List_iterator, //123, //27, //14, //sql/sql_list.h, //485
NdbAutoObjArrayPtr, //4, //3, //7, //storage/ndb/include/util/NdbAutoPtr.hpp, //42
NdbAutoObjPtr, //0, //0, //7, //storage/ndb/include/util/NdbAutoPtr.hpp, //33
NdbAutoPtr, //26, //6, //7, //storage/ndb/include/util/NdbAutoPtr.hpp, //24
ArrayPool, //213, //104, //946, //storage/ndb/src/kernel/vm/ArrayPool.hpp, //43
DataBuffer, //43, //5, //409, //storage/ndb/src/kernel/vm/DataBuffer.hpp, //30
LocalDataBuffer, //41, //3, //14, //storage/ndb/src/kernel/vm/DataBuffer.hpp, //173
Pool, //8, //2, //61, //storage/ndb/src/kernel/blocks/ndbfs/Pool.hpp, //187
MutexVector, //23, //7, //157, //storage/ndb/include/util/Vector.hpp, //242
I_P_List, //11, //3, //77, //sql/sql_plist.h, //67
RecordPool, //25, //16, //31, //storage/ndb/src/kernel/vm/SuperPool.hpp, //440
LinearPool, //17, //1, //128, //storage/ndb/src/kernel/vm/LinearPool.hpp, //69
SafeArrayPool, //9, //1, //81, //storage/ndb/src/kernel/vm/ArrayPool.hpp, //1386
DLHashTable, //18, //12, //5, //storage/ndb/src/kernel/vm/DLHashTable.hpp, //521
DLList, //59, //21, //5, //storage/ndb/src/kernel/vm/DLList.hpp, //445
Queue, //10, //2, //79, //storage/ndb/memcache/include/Queue.h, //35
HashMap2, //0, //0, //198, //storage/ndb/include/util/HashMap2.hpp, //166
KVOPStaticAdapter, //0, //0, //20, //storage/ndb/include/util/HashMap2.hpp, //53
DLHashTableImpl, //23, //4, //344, //storage/ndb/src/kernel/vm/DLHashTable.hpp, //36
