revision no., SLOC, developers, age
d3bd445d94d09e1f4877d509c8e38591a9f6e074, 56426, 3, 1
704253e04cc098b9cbc52ffbc82ef3de23b349e7, 31326, 4, 2
1b2fd16cd8ed1830a7743a55dc1b9ec3ec59ad98, 36982, 4, 2
168b741da042373d667e226cace55c9e82ec8faa, 43824, 4, 2
e4cebf12a245705a0ecb714cd3794750af9d0844, 81084, 4, 2
ea948596d3aecd47d7459244fc4e28a2903d8985, 83199, 4, 3
d723d351b1ec59ad9db456f820d59a6e270f21a4, 87089, 4, 3
e174524c861548adb3cfd48ef59a7a4551cd2bfb, 91943, 4, 3
ff11b7d98ad7d24770afd151aa6b439adc7506d2, 96657, 4, 3
21587da40824d8609575284f0ee0fac90c972f27, 103377, 4, 4
46570cfd109829f87a17c46e32006f901b9026f4, 106255, 4, 4
5ed55684b0226c2371f1d39cd7f984da44c9ccb1, 117371, 4, 4
ee8c5a59f9dce7e770d315f08af410b1ac5ab9c4, 121134, 4, 4
535ddc3bb7b6a6d4b50855a06838c11b84a9f3fd, 120885, 4, 5
509496da5e5b38aecbd91a5e20b3d695cbbef775, 122336, 4, 5
7cdb9679aa5e9baf87772f2c7799ff7b5fe01207, 124796, 4, 5
104be290eb99ab3277906a57fb4673dfa1850bc6, 126007, 4, 5
02b5f51ef09a211e16e0158e5115ddf5b33d194d, 127151, 4, 6
d3c3bbd02543280d12a763d82aa5b54ce516c57f, 129025, 4, 6
f08cd6363f5da22b2452d4f937fef68220fcb081, 133183, 4, 6
8dc1328efbd82110ca3def379951286b09fddd15, 134975, 4, 6
c8be4837b6a2a96cc3e57aa941645b9dc017e8b2, 136770, 4, 7
f92ed7a658968bac5b777322fea4d7216e41b487, 137465, 4, 7
22dc10cfbe5042f21b9d706e5e8bb41749f65786, 139969, 5, 7
20858992913890406e523a002c1333da20bbd2b6, 140384, 5, 7
f8bf8307e131fd6e3057635f0553ce6d6bb9794f, 139848, 5, 8
07ee85ebcc91a12df8a92078f33e700e5f9f40e8, 140006, 5, 8
c844985adde0459f1f01ed00d0a289591fbcd2af, 145209, 5, 8
d2d57f02eabbe81ea976f31e2af66c80c01a2a0b, 146309, 5, 8
97a3911e2682bfebeebbb8999c9e3844c414c3e0, 148778, 5, 9
34ca582041237fd0b2c91b58afd2a39dc91cf0a8, 149093, 5, 9
d3461a1c31f008345d784dc3e819047bc5265c30, 150136, 5, 9
238c63a16c820818ba71ae256f3f50eed2a94cf2, 156021, 5, 10
f7e90abb5cdcb69a618505177683e9ac74a2bdb8, 157415, 6, 10
631bd3426f23c6a69b8a19156b25387ceba007d4, 160501, 6, 10
f1662f81dd249c51e4d8f9a64ea226f511b0bfbc, 164976, 6, 10
aa9c531961aea00c8d9c139de3c48844f11dc9f1, 165946, 6, 11
7c0a46b50fad0925e47b78326f8c2e92e3829fb4, 168656, 6, 11
0c8b6ca69f951ce8c94902764cf036d6a79e5102, 165846, 6, 11
df4e1edf1f6abb55a811e7c4a34764f27b50e502, 170572, 6, 11
707831ea739af5ae137c9cc1d04e3ffbbde11a6a, 171685, 6, 12
d0412f05557d55f465407a9337553c0a6ee0396f, 174758, 6, 12
a80f9320bf9fdd879869cee2cea1ec3f9af822f8, 177437, 6, 12
fe6ff0cfd058b1b09bf389dd2c20be317183e094, 179418, 6, 12
da2223bed0d63aef0bb6b9e583b90f7319363586, 181295, 6, 13
9f83539241a64ce7f74d80c118e555e1fc8f8077, 183265, 6, 13
4bb56dc6ee7e5361da29a579f23c1777e4589602, 186856, 6, 13
4d121f89106d6c73fcb82dfc57b51fd9eb6a13d7, 187674, 6, 13
4126eaa26d354ddd0e9aad8183f140f8f911442e, 190901, 6, 14
f397aa6aa3e425c97c7bff085ea1aff7b479d7e8, 193244, 6, 14
9c9313827b29876de43ad5305fd7ac162013359c, 196842, 6, 14
c236776bf1d742aa5a1b1d9087ae2e8e5f41740d, 198490, 6, 14
92a0f3fc0733931284deebb74a1d36ca7a290bfe, 204311, 6, 15
4f520b36a54c8ef645dd346d0959b07ffe6deecb, 206166, 11, 15
54f60c116bdb22b6ec5a11ced9888ebe2785eb2b, 208369, 14, 15
d5d34325fb9bed776cf2b4facc0c341f701e780b, 207582, 18, 15
842c816a31537e32cec376c85c0a4363f74d7a54, 167748, 27, 16
57eee1777c18caa6d3215ec162da1fd9b2d14eb2, 192641, 36, 16
b55a5c91d49359f9bbf7c78d9f284be2092bcfaa, 194249, 40, 16
d101790db5e64a64f4db0e46391bbb1b0dadc8b1, 193023, 47, 16
bb93db0d60fd4cd123dfc886ecd20167068db6ba, 193234, 56, 17
796d6585be58d1c9112422a919f49d1998dc672c, 192626, 56, 17
