revision no., SLOC, developers, age
20dbe583127e77d099e7df274470bf20f7172599, 1335, 1, 1
ca850f92598534c93e93d0952f1e8eba721ca86e, 4215, 3, 1
090f42bf68eeb1b04f79670ab10e059338c9c7dc, 4717, 5, 2
3e4b7dd29994bbbf8bee2b6e16c507acbb9658d7, 8473, 8, 2
7f7737241c0a3d792bd24427cd545b2beaac3bcd, 9725, 14, 2
2032322f672fa69bbe67594c37025ce9dd1b054a, 11160, 16, 2
61bdd6c3bb07e537b486a63678cb3ebb1234efeb, 12232, 19, 3
a6ffa250b2f8af316136eda805a28c759426a138, 12231, 20, 3
6fd153faaab072f8eb0ee1b4d1d06e7adfd6b43a, 12310, 22, 3
02251e492c993ba04652c227f2fdf179ccb28d40, 12309, 22, 3
