revision no., SLOC, developers, age
2e3f671c170fbb03150e697cbe57509f56deae65, 0, 1, 1
8790648270290aa0728c52795e00b00739987318, 1846, 1, 1
c476ac6f92b18018d1a112f2e7a0b811e08bdd44, 4983, 7, 1
7abc51a9ed23f3a05346e96a5954372fe2e87e22, 19171, 14, 1
33d57d1c5d2e12a34cc897c9129bed80980554d0, 21369, 18, 1
45f3133d9fed5ef30d15410ca24cda50979886b4, 21462, 21, 2
ac0543fab5dd64663a7e3dd374ee7300a50c4173, 21672, 28, 2
ec3ecb7bd2496cef34a69e57fd3b325ee5a4be6c, 21691, 34, 2
6cd2526035aa2b46bba61ccb2fa316735fdc2dc5, 26395, 43, 2
4e89daf59c4498935850a1a855b4393af860d7d8, 27073, 49, 3
6315eaed384199702240c8d1b8d8186ae55e24e9, 27229, 51, 3
