revision no., SLOC, developers, age
27474060e1287a67c45cd790d29b9095b35b2bdf, 18102, 1, 1
e0cfd6b0b8e7a58d6e09ae7572fca1855d0c1e30, 33592, 1, 1
81b61ee720341b507ef6c88d560b6250a38f8916, 37474, 3, 2
1ccdb6a76903f3948435a13ca20795baf8801435, 46389, 11, 2
95f662c96fac309a3f5a35fec11db4f54b629dd5, 36067, 19, 2
3cc4af99d11f5c5d4d23e11f7017dd3448a5bd76, 43264, 33, 2
d95d6e3ecd2967ff93690888c30cd0b4345dc3f3, 38512, 41, 3
33c57361a906425d004fe6e194c85b08a83bc5f6, 39162, 43, 3
