revision no., SLOC, developers, age
74a817059b501779f80131182d643f1e5aeda087, 16091, 2, 1
5d7a290652b6e8296fe84261b326ca5a603cfd55, 23504, 2, 1
24109bff707940b83759c467759c2f5df09aa9a3, 23999, 3, 1
c85133979766e2b5c3558e684332e249e66ffb38, 24159, 3, 2
54839774912ed3a6fcd0fd1581b6d42cb3ee5547, 26030, 3, 2
e27a52ba780e8cf18b66b24839b9577e5f4c68cc, 23691, 3, 2
e9a2886e61a28a96d7f065b579b66f8bcbb6f0d4, 34507, 5, 2
b296653ae483d28d404d123e7c0cb5a89e263d9a, 34706, 5, 3
7754b8d3c53ab6b0626dda3df545dba09b0417c0, 36683, 5, 3
7b31baaec15b7856b68cfc1d20e7bb2a1ab3d9dd, 37773, 5, 3
0ad25973c1810b96cc26f183b95280d528cdf26b, 37740, 6, 3
2ed1e7366d90a2423b1a643e8d56de2cca68f661, 38443, 7, 4
7363a42bf20d82a36817317700507f3fdb6a5abd, 40206, 8, 4
da3e397b407a900852b23a0b7ec0fff0a86c9636, 43278, 10, 4
c98313189dc6437856098042b7acbcfc578215f8, 46915, 10, 4
7734e7c57a82aecd61ea3b312a028569abe4ef21, 47335, 10, 5
d6c80eeb7e7f9f70480601243366ae0b0bb1361c, 47816, 10, 5
3c9c3a26367ce4ff893d429a1d5512ae82f362dc, 49804, 10, 5
57c34a96ef8ed5ddc5811a42fe6a5473e066e207, 51150, 11, 5
86c44aad84773b95d691ff2c1358977dca837380, 51707, 11, 6
6cf55736dbd19ba1f6fee26c0c557461b88d6da7, 54148, 11, 6
955f2384cf9b049fe362979ce4a6ee553231d25c, 59561, 13, 6
c4893fa0b0c7c8219f5751dceacc90869ab489bd, 59259, 13, 6
173e54da669dee835a87bfabf41040725f4b1093, 59572, 16, 7
2a158da65f7921f676d8ac640dde7f116679d471, 60552, 17, 7
4c3fdd16ef76f78fa82359d45e05945e3681b0f4, 61134, 17, 7
792fa3b58af1d54e47204c750d210ae21bbf5bf2, 61178, 18, 7
e6bbed57f1b0d53fb61a892349d6a787c9495eec, 61230, 18, 8
296dee36009b50efc491d3a54de4cc0e57bbbe76, 61231, 18, 8
907ecb044a241623b93286aa8ef8da311e5c1a50, 61296, 18, 8
9f53b96539c2bfb709ffd916968d7939822f291d, 61475, 19, 8
3b827363e9d71bcff1ced4b1af78a12889b0e4c1, 62646, 21, 9
6e19d0c44dbcc184c8c096b8a5fb6d015f556756, 64173, 21, 9
8cd9507183ed78ed188afe4d2ea8b6b7c1c28183, 64241, 21, 9
5e639fdec2ca97d609a512abac16b8db18e79706, 64342, 21, 9
599e62336a48ad926a2c2a592771a7378ada7dbb, 64527, 24, 10
c2dbf5781614d4fe71eba6818a2cb845ddaa01b0, 65452, 25, 10
05b902ba113896cf08837c205c3e076cd0ce6c12, 65533, 25, 10
779627cb94a456dffbf895925d4f202348c0b22a, 65841, 25, 10
87bb20e799d844bfff7b4889dbe830d1ca8c22d0, 65866, 25, 11
