revision no., SLOC, developers, age
9708523aeaa94f195975d64284b1a73588d913e5, 0, 1, 1
ec7ecc3c9ce7b41ff9bbbb7c88d97610e7c883d5, 96792, 9, 1
57d27c76511c1cbc9f68941194a6725371834ec0, 104040, 12, 1
3f24912d5eff4413170e1e6c901c91492cb7213f, 104336, 15, 2
b87b1f8233ee930936855a23f75669b955d86318, 108612, 16, 2
8caaa5c1973a786028de41f8ddb4c497d4f57f4f, 117006, 16, 2
2a1c767289623759942916b7de1c19ab08b482b6, 124708, 16, 2
5502dc16a96c5d27b99572678e2cf36fd6e4732e, 129028, 19, 3
7937da2f64374841579d808457a2caa23498709f, 133338, 19, 3
85fda6439418b1c9c07a26430faa3aceed8cd277, 137554, 21, 3
188112b2e4194383372da3fbb0d5e3317217b399, 138159, 23, 3
8f8280b894b006c2d4699fe2e4977f0f9e36b69e, 138475, 23, 4
5bcc90c618bda58ba726f3e4f0dbf4898d911e87, 138942, 23, 4
