revision no., SLOC, developers, age
465e1d99f25cc7f45efcacfcbb1f95c1c1f9a4ee, 24702, 1, 1
6d97df0e992dc5015b5327935ab89923d2dc0ba9, 25004, 1, 1
9a36562347122482fd1e6e77c74df66ad8cf2c3f, 26320, 2, 1
966cca4bd4a6d869583fb47f5f66ed4672c007ff, 25462, 2, 2
06c47163962ce418569d9386770001c7a79c026e, 25899, 2, 2
178152f604aed37df703336344ff334e6d0fd244, 30756, 5, 2
72b9861635dcdb9fd73b84bbb43b3f755bc9f64a, 32354, 7, 2
8bb5edc1c9054d835ef79c9f1ab3e021b0693303, 32805, 22, 3
497317453422611a077f7f195eb193d3bb597a9c, 27389, 57, 3
452506fc4153be072fe443fe3e3cbf76d9563a42, 27784, 81, 3
56c6e3696d0f8e222395be00f9e532412781b339, 30130, 93, 3
94e6967e989bea8a0619fe64135e7f6e8ba4f6b1, 33116, 104, 4
31b581bcac8d32742d1057c7bc33bd4c577afcbd, 35385, 114, 4
beeb57610cf57c1d802be993ac0e98211bfc5f0c, 37430, 122, 4
ef0f422519de4a3ce47d923e5f8f90cd12349f3e, 38318, 133, 4
71fcfbe79b85ab9719b5264a0a5c34b2fb2c6127, 40310, 147, 5
28bcf3b7ef804f7084938b21708b29c1f5d7c8f8, 40198, 170, 5
16b3ff66e0137b68de0d08ad88ce9798bce2d68d, 42352, 181, 5
6e7792003b5c520fcc81d223f07471d690594081, 46405, 203, 5
81bfb5aebf983f999d3de12ca4adf8cd4c4a8ae0, 49045, 240, 6
3faf1f8294065eaabe2d6d24f2fe04ee4dfd6ae2, 51293, 275, 6
7def85e1b58101ee293ba4ec00646d9409441717, 56044, 311, 6
39d6b5fd42bda89f83ea26d6b0226eb7f76eb3c6, 60048, 337, 6
446bb70fcdff61dfdd770e0624a3885fe2a28bb0, 61471, 354, 7
e1412d3e96ff11d05d727bebedcc42698853cccc, 63654, 363, 7
