revision no., SLOC, developers, age
07bc1e161f834d8b192fe279819261294e5fe150, 564, 2, 1
7b99a471e000fc180b00899adc3e93a03040aabb, 1475, 3, 1
e3171c4b92ecc76cc3ab5eb10b43e1c7ba038fe5, 45172, 4, 2
4439af9f0282340f997601fd871f3810d7ab222d, 44967, 6, 2
a114ce60374bc035e35b0137ebe868ee251e9803, 45177, 7, 2
9d77b709ca712782259ee4e3c8bd459a18548f6e, 45189, 10, 2
fe00f39ba2157fdfc1059162b7675c017935aceb, 45514, 11, 3
b48a810a6ac1238a88c8150583c629ded5284f19, 49865, 14, 3
2619eb6929d8a63e31b1c770aa711153c014e152, 71601, 15, 3
a1df8dfe889a40a41978cfeb5bc5ba9141a265b6, 71562, 17, 3
23765abfd986613426c32763aa8e464b468fa744, 71818, 19, 4
e669ddcf722b035b099fd4e504c279660ed64019, 79949, 19, 4
00ab025d9a708c8560e153b0fb4ce633240ec35c, 84319, 23, 4
9feaca2431cb5bc0e4c51aea3adbb5daf47e0b9c, 64593, 24, 4
ac12a775fc588d979fd88a003cb280409d682c88, 66529, 24, 5
e9ebdb416a52335e8082a2e91bee6825af450aa1, 67179, 25, 5
53b8e598bad7f76a6dcaa1034d82e28faf647e23, 68089, 25, 5
e5707cc8ef921f156b0707cb781808c6485d9559, 68110, 28, 5
6d80a2990d77d0c57d28d5764839915bfd450792, 69110, 28, 6
10bc114e1463ad6b56faab9dd5fa58e1893a5538, 70265, 29, 6
315e6f64a1044baf57c6310cbb5b3de3235b2054, 69662, 29, 6
be46bf20a8c6034be80edf40f30e9834dfd381e0, 70658, 29, 6
a494c6241e760026345ffee22b4752ea0b20ad46, 71620, 29, 7
b527885de85d6189c1530e0c9de48385988cd40d, 72086, 33, 7
18f5d477a2786772cffd217bdc81ffb54373bcb2, 72482, 44, 7
df60b2244849529aebedd437ee39edf0e3da8b01, 73060, 44, 7
219b79110514b0d01e9d96cc931eac82fb9f0581, 73892, 51, 8
6ea190da6d30dac4b2b157164830580126753ef4, 73534, 54, 8
514a9bccd706ebeb63744a8fbafee6f49a65f3f7, 74462, 58, 8
6d2a1d01ed987709bf7c04d30157d36972aa92ee, 74739, 69, 8
2cde0fe800ccd34b48c3df454085640eac8018a6, 76501, 70, 9
2ad11e7c165512008eb272db8e025c15b927a42b, 79871, 75, 9
13647ac5312e96029d7c4eb80a559f8137af9a87, 80785, 75, 9
622595e11e076fe6b202f761d85ff89d569d35a2, 75394, 80, 9
eea3b99b90a05bac68bef549042c208905d35720, 75423, 83, 10
d307e4cadd9c0250cf17e31fe1e7f56f87a6eb88, 81472, 87, 10
e85b8a1f09bf253419ed1ea41352228cccd4872f, 75422, 87, 10
ba80741b2d4195556293c23ab653b0b21c755ac9, 86659, 102, 10
8e56dc2c93c21fdb5e0decbf8e426a687b2335fd, 81967, 104, 11
13a6d9a101cd77e4ca2ad5c0f251d0defb981cc1, 82296, 104, 11
71f6326a9e2585122856a77619dfeae193a61d5d, 82460, 106, 11
2b6087979cd6b7ff57212c112e0f97f6f5069d62, 82730, 109, 11
b73e4d501c83717dbf639afb7af686df45fc0858, 75525, 111, 12
208025bae8f176b8d1ff8e2739f528771af486c8, 83886, 114, 12
939bff7549c113b48f1c2323cb40144247685575, 87205, 116, 12
ff6d33ba17443c9f49a5acf02b64288e4aba76e0, 87044, 117, 12
b1c628395128f17b0d321a36f35bcfb738959685, 86967, 117, 13
ad152d4576bc525c7d7e6120284c3d6f0b2c4af9, 86242, 117, 13
