revision no., SLOC, developers, age
c7628f511abeac54fa37bc636d46dd43cf51ec13, 1000, 64, 31
d41fedfab08bf3842c9a496734a4e34cabc11003, 129219, 119, 32
68e0c580dbeee880dbe8ff38fca26778b306312b, 79736, 123, 32
96176d7650aa9e2cecaea7ce98d1bdc01601e031, 93406, 125, 32
1c1bd3a6f1ba7c1efe8b52670a6f7f7477a9d55a, 510490, 133, 33
e9cca11f8996380e98ab27180c3c2300a89392cf, 522046, 137, 33
9ec31920f428750e3f77e7641125c7bd91ca0f89, 536160, 149, 33
40ce4230aa623b5c9bea670422e16a5a7346af53, 53461, 155, 33
db86a4bbc05d5b0a02bb41f61e87c019597da574, 118254, 158, 34
94b2744492ed4a34e9dd851d605b960f54e72f95, 798014, 158, 34
d2839d57597907947ad9b5c896a3c11f46e2220c, 540500, 159, 34
8fba250e94c570ffd10c7172aab5621316397459, 434495, 161, 34
fda0d43df46ae7fac638b8f995bd1c7c64979028, 7792, 164, 35
eb48b5ebe1b67decced56450b74b092a4dc77352, 933833, 164, 35
a65b8136a310a51a8e374c2c237e938d43b66acc, 173393, 166, 35
7deb05eb4fc68eafedeaaec00c9bd2f28484fd50, 633307, 168, 35
2084ac50c3486c9c0388216f9283d66359654b44, 0, 169, 36
167eb1f25502efbb4d69d61c3cbed2b0763ae972, 8070, 169, 36
6af627be0fefbaff41a7649b38427c38fe7de30e, 8070, 169, 36
3999725da1c3033f9c2822ff4bc99b15d78bf9fe, 22880, 171, 36
76a1f44bc5b89d1b079d1d8f7428b3fca93138e5, 205016, 171, 37
35320797f82441981c31e6348204b08e963b6b11, 698591, 171, 37
f79c47fe2bf205e28c6e4540b6e884d50b84a265, 25442, 172, 37
f9154f665aae963baf2908329fe636200cb37539, 76367, 174, 37
7dfee5634e47174a968c3b57830baf57fa94aec2, 79807, 175, 38
e94b94109e063cb082c7c65278f83eb607f1643c, 1239240, 176, 38
faf8bc07ca5ad87a4915ffb673a785d757300e44, 0, 176, 38
e7e8939f03940806ec3941578a101de4ade15a66, 25794, 179, 38
f9ae9556b8409851dc6ee134ffec553a0e6927b0, 251290, 180, 39
2ee4b26480f400f9fd298e8310de0855889bc779, 1246389, 188, 39
30375417852b557dd8fe580d24027a67f780bd8f, 14792, 188, 39
1ddaa21f25dd09d44a49a7407480072f251f8333, 0, 189, 39
d589b3562db69a644490300fe0949c5a3dafbc75, 836216, 189, 40
b70bfa68264d5665e28627c48f5a799ab4e9a569, 295489, 191, 40
3e5b86777ca46e9dd6574e8c88ef47942da01495, 177690, 198, 40
549023a799bab06666f5bc6f98e64cc7ae04323a, 1158690, 230, 40
4a5ec5c6827b3ebc281b3a2e2ed0b2e542935c48, 301243, 241, 41
49f0806f39eaeef81e51dcf1adabd9accaf1b5bd, 630187, 247, 41
3e15c5b81accf2154071658a4fbca139deb22f00, 1128010, 298, 41
56db3e8789d21ba1db4a313e61033cb1c27f4f03, 1125252, 410, 41
1b059829bc6698c15c6bb5459a61348ac56ffda5, 610631, 502, 42
128b472c08d10bdbc6aa84dcea3f80a8f1921ec1, 338665, 573, 42
9b51808742ae4236b582b2693578e8db8e126a13, 4681181, 613, 42
465b99f614e63edea8daf7b3fe17f37e86f06e2c, 4642766, 663, 42
15f14ec79477142cf2bcb1484511b7bea6f1485b, 4538197, 726, 43
8be626323e39d0cd8c073b6d17ae5e8181f12b1e, 4540023, 804, 43
57ec0707acb3e2cc2c2de35295b964ed046cf493, 4550933, 854, 43
c97a46ad210c4747af2309d0c75d9a0bdb642ed4, 4561190, 885, 43
823862ac02ec07fd20ee288d314e04015b0866df, 4558743, 956, 44
615a900393729e7ee7d286b88dbe45634c803e8a, 4585994, 1032, 44
4c517b7de22f4fabfe8473617739c0a45c25ba59, 4585133, 1072, 44
893a7fc4e494f58d105f567c652bd2b6c6c825f8, 4670390, 1121, 44
feffcbb02c2cb17d615151f5587ae38510f3aa02, 4644436, 1156, 45
49b08326e3ac2a805373f255b3b0fd2c6fa165fa, 4612981, 1195, 45
09046504749cb59cc5b8f257658f49ffa93622c9, 4597305, 1218, 45
53f51e32ea541dc99b264934dd255fc2fafe924f, 4604791, 1249, 45
e27d7c38ba1de0f4bbb1197bd84c063a0fdee9d1, 4589701, 1297, 46
3fad26e5dd6b04a521a96a618473ed08c12b9f9c, 4609067, 1319, 46
