revision no., SLOC, developers, age
9b1c0e006f20091f28f3f468cfcab1feb51286bd, 230912, 1, 1
02bad17f29117bb6824220e0fdc444cd6114eedd, 402373, 2, 1
2abf2744885fbdb992fc30e1de13050fabf515c7, 425679, 4, 2
c8f30511d9a9c151d3fea3953d5e29a1d6b22dcd, 437563, 4, 2
957e2033cb7911e1ed01a4271f42cb5adcc2c1a8, 451817, 4, 2
b67326890776cd1122ab11d1f1b405dfbf162c23, 516259, 5, 2
10e71744989d26e7058d84abc9aec56c51da487c, 478534, 7, 3
7038d628eca88c16a9fcbfb3e54948335f681070, 560339, 11, 3
5d8036da76186530ce4f1fc5a8bece0e046cd80b, 579684, 12, 3
b3d7b902501e4afb116262c0f757a54926ffbcb9, 594412, 20, 3
fdd6d1745b2eb82d63fbf658ecedf13d792e8f79, 608080, 52, 4
de0d9fe53613e629958dfad188b1f4901f9c0180, 618098, 108, 4
b11ab8a2666379099591506b652060653e3cd363, 621922, 160, 4
e18f02e570cee310648e17d0017910fd830288bf, 626399, 202, 4
abc3c8413fbbc3886460c823abd7ad331543cf65, 639864, 254, 5
9c3df25150c04d2211dfb825c0481dc16b633c42, 644526, 282, 5
64f2e795238e0f5aa2062821a91dc7f2e0522ebb, 664391, 320, 5
038a9c374eaf1f356155e4cc6a6e71f991b5e33c, 671091, 354, 5
97848dbb09fcf7516c1d5e9781faecfb0b3d8dcd, 696871, 382, 6
f64676d1eb19ce1a14b2c012f6edbb9c19b6286e, 707154, 402, 6
3040133e67af15a75b6156c18c6d1a962c3c8c4c, 712375, 426, 6
d741dd3435f5e72bd21b219289cf89675c442fe6, 740339, 443, 6
6c123544be96825aa03dbd7bcb5ae23c664aa766, 741046, 451, 7
21fff211456ee97c8697e068b92b40debf156fa5, 744079, 458, 7
401e6c93a302a0e101e453cdd86306c2f5dd121e, 746429, 468, 7
4658d51ed1e36d41c9cbe6635a604b98d625376c, 746441, 471, 7
e13c40747a72252d49c7ce7f5ea166e5b9a05125, 744050, 473, 8
4d78caaedb49fef1814d996e95b3c260209b2a87, 744092, 474, 8
