revision no., SLOC, developers, age
73b9d0c5cb02f0ea8350de28bc3687e0af70ea0f, 4660, 1, 1
7455e1c881f12eaf3ec9658ac84add6b61b131a3, 5134, 2, 1
e1cc6b33f4e5510f65d8cfeb62b0f31d567e1bbf, 5252, 2, 1
1078718b3c90e9653ffb1d92054c7740abf11356, 5322, 3, 1
63188bd3fe5bdfa9221a3d4feda6294e6193a91e, 5329, 3, 2
0a2e0466a131f5cdd73480b863a9c2d21a2b6e1b, 13855, 3, 2
236d23e6540b437a77546410c8740d337e56db02, 14005, 4, 2
1b7fc83311f4454b782a430b2e43eebfbe8ae4d7, 14988, 4, 3
93c6076d915d940112af3a5e54d2b02af11fff86, 21466, 5, 3
931b3494791c7b8a457d3f4aef5082aafdd0e10f, 21506, 5, 3
49611143fcd611f984fee818fea43db955279d70, 26682, 6, 3
239196ce7df222ea8331f9b755860b7d697a7531, 31046, 8, 4
98c703511ca335514d72f0207796131b134bbffc, 30320, 10, 4
919dac4ccc5e8808fa7c9b03c2504c51a6034b2e, 33188, 10, 4
a07a3f489771508a97fd7c017830f4922ddf9d4a, 35599, 12, 4
c72736a6eb41a434680da033653414175fc1ca9a, 37390, 12, 5
9ec0ed03e69d3b31176f71fa1b7b68bca5b5c9f0, 39557, 14, 5
51b6cc4d3a2b3f4eabf14a8f229f56e35a83905a, 41637, 16, 5
94fd751561acbf2ea0b830df8ed21eb3b6ccdc61, 42355, 16, 5
75b1e01d41cd0144445f93e33b4554e2c9ab8735, 44415, 18, 6
e3e748b78683ac005b4c85360806ea6ec27d40c9, 45501, 18, 6
2a88309abe3f5757b7638e32d44bc89b7d4f5b0e, 46801, 19, 6
5ea30058979de9108ee03194c46b6615bebcc495, 46981, 20, 6
0a3c36b49eee49a4ac865202c9b68752c9b962a7, 47778, 21, 7
c9fed3cb0d87aabbb440f6a14a72601a7f99e8e9, 47761, 21, 7
8f80dd4a40bf35718009ca32bf30e44a67b289b4, 46968, 21, 7
9451b779d7a513c87f48db40e14d245b7f62c844, 44161, 21, 7
a72520a03c2176f0a99a2dbe2f3c4b4c6a95a3e1, 43598, 22, 8
4ced25a01fd50f459afece228816d0135d41be9c, 43683, 24, 8
4fb31d6a3494a99819225fe36da75c5991461dc6, 43732, 26, 8
0afcb5ce884359d7b9dded7b7ff47b262a7a5335, 43739, 27, 8
00d5b1e12c5f3735e23ae29f6de505fb2d868a5a, 43749, 29, 9
e245dbbad7e91f232482374e9166f18782eaafa0, 43803, 30, 9
22738bad54cb5fba35f31e545d2489ab1f2de5bd, 43799, 30, 9
e73e4be15485f545ff485d3d372b513dd28bf759, 43827, 36, 10
dffec4281598e6034ad5c0ee075c858d3579d903, 44209, 48, 10
97e8518c1961c3d1ff7b3a0ad4e04ee2880c1fc4, 44048, 51, 10
a0eeadff239a26fc6e3be84b50090ce5f52d9c57, 43674, 55, 10
f62fb75d9dbec40974eb757983791404a8bf8695, 43323, 58, 11
68462dad3fd3871ef7be05cef0fd09be7fcb70cc, 40942, 61, 11
5ad3a1cd8c8d09a4f2d350a53089af392cf4be0f, 43597, 62, 11
a45db73920c6a3e51e5a19fe697f86dd185d72b4, 43632, 62, 11
c511bb56f5ceff1e395d82c4bfd78e5c23aabab6, 41497, 66, 12
7f7c3a5926d5c977a6339228d8d4160fbadb1c2f, 41451, 71, 12
8c2cdeaf33bf6fa2d51df0e6e2c0cbdfc3e1230b, 42440, 74, 12
f3f443f085e922fa2bb5393c46d02722ad05879d, 43886, 76, 12
e3303330f8cc04121907715d789370f492878646, 42990, 79, 13
f449c6b2f06624b3af524c06179a0be591c496ab, 43162, 79, 13
