revision no., SLOC, developers, age
52a380120846174213ccce9c4aab0dda17c72083, 222614, 1, 1
8d22950d01ef49a7efff37c56edf3d6d6b72e891, 311244, 24, 1
a92481e9efe15051269b62a4b54d8ea40fe42320, 385033, 28, 1
552edc59bda0e382b6fc05cc94a62e5e9b7cfa8e, 460041, 28, 2
9391f0a5526a6a1efb50e7ca73f1d07ac1c93ee2, 493313, 32, 2
209d9675086fcc86ae89c2b93b6ba45b7038d7d3, 535928, 33, 2
4afe6a6bd3f662a38c4cb1bb88dbab3cb9d04e9c, 676310, 35, 2
06a4c46aec5a04057ec3c5ce7dab133671967bb6, 728755, 35, 3
4b74f60f868bf029bef25a22f90a4ce32a8e2e56, 788723, 35, 3
4a02ef9f5530edfa69d3ed5f9e10288170a79003, 856338, 38, 3
c38a7df2a89b4d0c94aa360e05bec9e4ab46cbdd, 966950, 38, 3
929db8377e4180a4660aa5c15592e8ce9ba83ac3, 1081399, 41, 4
e970b839a0ba2c78aa2ece93ca01ba5f27701bf0, 1241113, 42, 4
a7c2985541a3da5f81e4a794278005aaca66738a, 1257971, 43, 4
e075b5a32e8f8f83c3756b7b1fae058137b54d83, 1320279, 43, 4
262a2483e271b141b314468f485fe48d141b4341, 1363934, 44, 5
cfda5dd75bf4c1cae5b1aa808f37b59da114be26, 1410428, 45, 5
2e965710dc9be23350c9f98f65ead77725be039d, 1525506, 48, 5
16aceec16efe1682bd4ad761ba390492c8369a81, 1570670, 50, 5
c1316c8dd3621f12e4fae3ec002babd9c16ebe64, 1707048, 51, 6
efe48b88b734ce13c035a40b38bd031fed7c6632, 1766225, 53, 6
242eff3d7b1ac851926d3a509f5df598fea00724, 1784702, 54, 6
4d85dcbce8338ab6117858f4936b60c2843f824a, 1798015, 57, 6
fb16552f1d8841cf228011dc694e887ed421bbdb, 1924276, 60, 7
fdf3fa9fe13ad76512bea8d28e5ccb09e23d5d5b, 1987682, 61, 7
9aabd0ab3aa05f19544617bd185564e6c30050aa, 2067165, 61, 7
e4737a9260c764b22b6da57100199428e3bad24d, 2098745, 61, 7
04eba16dd785dccf80c1cf07b973c275ba939f78, 2134119, 62, 8
05218580c7f67494a277669a1477ee4fcbf0044b, 2198846, 64, 8
71bd3ba59c06b130115c3ddd44457d8f9dd78997, 2460612, 67, 8
1e8440230203a5fc840f5a3cd6d95f0254f9a822, 2518780, 72, 8
58b0a5dda6c015b5875da69ac140bce7b25ebb5b, 2549226, 76, 9
75e72331626465252b62fb5ee0d5b40f822244df, 2585644, 79, 9
ce6bec05aaa3aba9fa357710a79af0810bb5a176, 2412498, 80, 9
76e9533e9e9945f62053bf7c737df2f3e1735bbd, 2452825, 80, 9
0e76cf0b69324e071618d5a7105d1084d2a27550, 2494822, 81, 10
4cf5f9293fa9bd941c1cf1072042b90d11e4f5d3, 2515187, 87, 10
70b41cd671256ac94c8ee459241b179bad8b3694, 2522303, 87, 10
12892428fc25be332fd490974628e3feda31a927, 2550598, 101, 10
2c3d4bf64a09894ef247f49d2ade3820bcd91921, 2362365, 108, 11
d58aadcdca1700718d2feae50f0234a1399b42e2, 2378748, 116, 11
7ba2bcac6f3d71246a2f8506c369babfd101ba3a, 2399348, 130, 11
5745a40dd1813a745fc4b899862597c3f618ef6c, 2423966, 151, 11
8163a8e0efcfe7279bf6890250fa98e44cbbcedf, 2430412, 160, 12
596fe0b6f5a2629f9b6f5ce88944d30549f2ec4f, 2435061, 162, 12
b617a7b410c05275effb95f4b2f5608359d9b7b9, 2475764, 163, 12
d068e94ca147b40140911185ca700031a2a2ece5, 2488596, 173, 12
8fbf8d56f65dad4161b3e6ff939b79ceda8a6416, 2489927, 180, 13
844df0d7a4819dce82381dc753461c4468eb9911, 2482252, 185, 13
1bbda92dc72e7b14358c38db78373923ecb806fa, 2481187, 189, 13
8495ff9b7abcca2956bc55f9e6d1d0954d71070f, 2463334, 199, 13
edcc37c64af67db04d4bacc7cd3d7b93423e95a9, 2346084, 204, 14
c15b65561b0a47f3080fdf86d29c8accf35890ac, 2327175, 209, 14
