revision no., SLOC, developers, age
faeacaff3eac0e22d6b3b1564c3284bb561bd9d1, 14283, 1, 1
4a99ce281fa1987362266741a6b695e886ad2931, 17015, 1, 1
ba1292607fc1a54ea28788c10bed2a9b2ff228ee, 27265, 2, 1
230ab47891283216d3abd43fbb66b8f27125ec1b, 27951, 2, 1
27bf9916b891736ac7783a4a4c4b2f2c8e1a7f87, 28280, 2, 1
a0fda4383a9d62d0ef14805de48d77864de29181, 28827, 2, 2
da991187ede5ae3932968f61c5150c54681a5e4c, 30480, 3, 2
7b5d360f4fe757f5285ff158439d4b67715e1be4, 30928, 4, 2
7ec3b985215496572bdd62c5de3e6295e72d6c00, 31913, 4, 2
368b58bb299671fd3c2634deb854db0158f15aad, 31924, 6, 3
68b847f02bac8c509e202b127741696b73ac3a9f, 33235, 9, 3
fa7247100a905ccb47a4754ddd73978fa7c359b6, 35320, 11, 3
6199fd3bb53304b9b767f0686f0548fdffe00596, 35444, 12, 3
98a763ed4e924527c102d7c3325c8a995d753380, 37803, 17, 4
adfd993f6bf408062059446e45e238554fe6fcf3, 37960, 18, 4
8cc13b98b9551e30d7b8b7dee4010fedb96a5180, 39446, 20, 4
915384d9d0e731bd90b7e7d49ccd95b8f24d988e, 41698, 22, 4
b53c012d71f6e7d850b27d56bb791ff63dbdd754, 43725, 25, 5
23f94c584f81482fab696fc1cb9efd425cc636d8, 60280, 29, 5
c4baa470b577d39c36073f94a300d5b5ebe27436, 62985, 31, 5
ff44dcebf210957358e9a6e4396b5218581d11e3, 63151, 33, 5
2044608a8f0faa561fde7e934db64524ac41acf3, 65805, 34, 6
1ee0d20092ff20091d29a484a27ae63099bfc6d2, 74389, 39, 6
ebad891e34e3b7e677771a4558fb1042c4ac59f1, 74856, 40, 6
49a24f61b16285293f88308d456f95083c1b00ee, 74788, 42, 6
7ad717dbb06fa57fee8f5725e0dd1ba1d8b4fef6, 76660, 44, 7
bcbdc1db2cdc85b94cb820097bf6e95a05df7e72, 76680, 44, 7
