revision no., SLOC, developers, age
9a1c94e294297f66bd6c35ff81e6411a597ac22e, 56494, 1, 1
a325935198b87271aec9f3a7fff7f19fde226cf5, 82659, 1, 2
af1ca05a80ec74952382b83684586bf8b7f8bbcb, 91288, 1, 2
96a334a758bbdc466ba8ae0cb20f2f79958623ec, 95048, 10, 2
d93fda20fd55746923d607e717f254bc92741eab, 82688, 14, 2
f82af140aea5ea9365cf383e0102056019c99fec, 100756, 23, 3
f6b0a27295b498fd1be662e366914b6fa15e33a3, 103514, 33, 3
921662ebe09ca737c7becf37a7fe063a680e344a, 94671, 41, 3
549fd4f0e8012550bb7dc6794d386a3a3afdeb74, 100185, 48, 3
87af70b07a27f8eadd672582563e19be0cafe951, 109247, 54, 4
acca14673c4934ea8cdca46286db6d769c4dca40, 121806, 71, 4
2766285d56cab6f9916efde535b979bc5475f6a5, 65204, 85, 4
ebc4cc3a7dfc6a705a4585c75e92969a6a0e798f, 69364, 102, 4
07b16ffa01905bb60ea93f914588f9dc38fa2c46, 83947, 123, 5
c5f14ef785f003f8f5f51264043d74ed9dba20ca, 87917, 128, 5
