revision no., SLOC, developers, age
48cdbbf011f840ba4ce2f925f7aff2dcb1bcd6c4, 0, 0, 1
a919aa53be6408d5ce9c735dce34023430cd29f5, 9995, 1, 1
4d9e615416f8360e30257038b422ef2004f6698d, 10951, 1, 1
edbb52f06c8f4dae8292f20a098c86a2fae32c69, 11466, 1, 2
0870ab15b90077e321a3c76282b9f2bef0c81bd2, 22141, 5, 2
6aafbae7ed39011b86db86ce111210c4e317f67f, 24694, 5, 2
5a7abb0b39fcc3aa9601aa81f4440d6efa3f4f02, 30971, 5, 2
150dc345c56e6331d7f370ca6083855fe9d10646, 33466, 5, 3
433d549171042d29ac8b8ff6db23aad128165723, 34529, 6, 3
922c58860165f286c995bcbad1b32361510d7a2d, 42627, 7, 3
044e2726238f879c6788fdf3c164b9d5ee74c115, 46309, 9, 3
3cf427fd7188ab7239a4016ee94d2629d9ca3929, 331661, 13, 4
e04dfa2f7288a6a9f0394e239b26745b27405bbb, 393500, 13, 4
d1d0838ae6ba55491ef08631cafe92fa23998610, 354951, 13, 4
a0c0c117d10dc6504bf19bdb53618fb8f3a16197, 125561, 20, 4
f626b9c9e29a2cd79c4529396119cf3f482715c5, 132384, 29, 5
787a6780f00f2ee2b63e202fd689d2adfe5e978d, 134840, 30, 5
2b449c080799d08816fd25593b83025065fc1b52, 141755, 38, 5
a58d31ca4606e132878e1d2058992a20e650a167, 144617, 40, 5
9d1eff1a4a9fb852722a5c6891ff8e75612dcd78, 146662, 41, 6
9a5d053459869765b8be04b4e2f600f759c3af3a, 154989, 43, 6
fd5623f4673aed7646d42edc97182cb57f69e227, 162915, 43, 6
9171241a4d13ebdc9498e520173bd387ec41d9cd, 106138, 43, 6
634441e441d121af3f45454a0f52dec4c121e0ea, 109455, 46, 7
5cbbf103df8b1237afa297239e7f98c7add467df, 116297, 59, 7
f5f3382266a2384d9e3b4883e5efe221f580bf23, 124223, 69, 7
e165f8eab59b6094184b57ca05fad3df1ed1ed45, 145025, 76, 7
478c617311e1ebf23e643ecf10587166d9badba7, 136198, 88, 8
440382fb54469abe16e3ebd6e5bbae51d653f71b, 156899, 92, 8
5d7e4bd58ee3a58cfee5553969837cd8d286c710, 168322, 95, 8
dd31ff2e5cdf9dde2b010315ef8f878ef53ddf9c, 176707, 112, 8
a17124efadad33e37485fd6d240a7d895144f700, 194331, 128, 9
73d016fdb304ad19bba8aed3f2877b4bdb6ed32e, 215470, 157, 9
c058285dbe54d089a40ff64a7a79cd0ddc9d6dbe, 241007, 182, 9
278dfe50fd174e9bc8782976aabb09f2cf39d582, 240976, 183, 9
f7f3005555a531095f70834372d1486e391c4681, 289709, 230, 10
3cffff2a1abd266abbbc97effd73b79695d29682, 290185, 230, 10
3d19f7c8765440582a0f1d3a047efcf8afe391b1, 302264, 259, 10
913a5dd4eab461144298f33343985c485fe9e852, 329516, 293, 10
1d07ef2ff366c011f8314fe2406fbf9f64ff10a6, 358679, 341, 11
f464f5772ad06575495ca0881d60548db44f6d53, 354507, 343, 11
2955b3da4e2c472c18b45e81eba791f8ccd58061, 362300, 361, 11
c8f56ab2a21cdec4b892d8fb030af17fec5d7735, 376496, 407, 11
1fa928279f066bd50297cf749ee9f7198b14e376, 400177, 486, 12
51bf619b5e3672a126bd6d04851f633750e40cfe, 400945, 491, 12
