revision no., SLOC, developers, age
6ba478ff6b2552b918462d0ddc803cbc4de330b5, 22352, 1, 1
f049e70334db61bba849f5029b135dc164373353, 31087, 1, 1
78cc84b9bfc32dbc462136c54624f92a54e40132, 42027, 3, 2
fa671c7d7ef7832da2243ee30be4a1fc5cc97afc, 45751, 4, 2
361235447e10ec9a6f57a44d56448f133c74f2e9, 63451, 4, 2
73c75e94cb3adef19bed4bea9c915bd1d0a092d1, 65234, 4, 2
52d9ca470bfe894cd39bdeacb11a14921315ba6c, 66858, 5, 3
2fbc06338c5f3c098d018fb6550f36c3695e5d73, 68115, 5, 3
b8df7b4b8d1e2976aa72af48a3119a35df26f772, 61048, 5, 3
4b10a68b8d336bfc46315a62de997843b7702393, 62556, 7, 3
d07d342381f889de6e8c193e759a365b82334480, 87774, 7, 4
50008b60e907ed0b68e99599dfe01dbba4f1bd94, 87020, 7, 4
0a065659089bf2cc58361324631dd85ebfca37dd, 110861, 8, 4
4fefc16f4b38eed4284a26e4cd7a823b80b22327, 112777, 10, 4
af8862fd2a104275cc5d6fcd8ff73857a3ac6e08, 112043, 10, 5
fa21cf10a99592b91eb1ed8265ddf4942b4a856b, 192311, 14, 5
dc050296ae3b747eb750ee1a871f3e2c987445b0, 204098, 17, 5
3348a4378f9e07f08f7a64fd78619f8762d65bce, 209133, 21, 5
7c160948113f0a2cbdcafdaae966e58eee01dcaa, 210778, 21, 6
9b76a4b6b4c488031b199d55cc0811afe16dcec2, 210040, 22, 6
384a024bae501147446104c6ca62318e2aed8f0a, 218510, 22, 6
a9717c0cc353388bc677cfe311c14026e97dbc76, 219340, 23, 6
a90ffed0a8985ad32a5cf8bb79014a23277059e7, 219412, 23, 7
586ffe038e6c718e4c66d98adb9b69438386946a, 220515, 24, 7
c6051e76b46de1485b70d71d0f6ab2c96aab61ce, 240328, 24, 7
9af89ec862bc6ab72958a2ea9e2df77fb735b6fb, 241508, 25, 7
12221d221fd7067f708d5e72c3c71a23b679690b, 244193, 27, 8
04c1a0906f629d9f7336dd6fa23b659d518609c0, 244057, 28, 8
642aa971984755d5c5bc1982c959e7f94f2a43a5, 245073, 33, 4
bedba617f435532dac1bc73adc149a416896dca7, 246338, 35, 9
05f1b45ab7adcf7284e32530d91ab39574fc7dcc, 246344, 35, 9
e4d18e76d58afa03effc37051b4b7ce3bd44b956, 246380, 35, 9
87cf991c325ba1b203d12e3c34b3d180f4c76c43, 246408, 36, 9
3d0ce057d6bf3d531ebf34e390dfdb900797d1e0, 162603, 63, 10
63a5a16cd0de1047c2649e74ed0c64d87242088b, 186010, 72, 10
eb2c47f81de045c0e029544105a383024057d3aa, 186702, 85, 10
e503875a28af9d53c373a49b8bde95bf176099b8, 187490, 90, 10
0462be7afc6e0028ff94b753706d1a0c568c72cc, 187488, 91, 11
388dfbc38ccf4a5e2779b2260e5a4d0dbb1c332a, 187501, 92, 11
