revision no., SLOC, developers, age
61757ac78bbff8364c24e9aabdc612a35ae76911, 89876, 1, 1
edfdd9d436bc3d054893eb64fe0794a0a1ae3936, 73900, 5, 1
cf45ae19e168e9af4f18dcbf1b186b7bc50baaa3, 75496, 6, 2
4577787d9ce77d96eb91a5b730b698374a5da50f, 70963, 7, 2
804687fb45233db59e6fcdd0abc9731a66676508, 72181, 8, 2
ff1768f857abcd01599854b65677a87e293b1cf6, 72526, 11, 2
fd705600170b29911e755667b10de376161c2c98, 75427, 13, 3
34ead91f992cbc40dcb81053343e2ef60a3aff61, 77615, 14, 3
474ab86b9c6d6d02850c032d451d2cf6c95c8280, 78751, 16, 3
32a0ead698c467a9a89f5b58687db2f7e2812d3c, 80072, 22, 3
e532aff687ed3d5c8fade43f8dca441c2742f386, 81366, 24, 4
7c50efde8056565e3356652ced7b93fe4fbfa4cc, 84279, 24, 4
eeaf3e9baf25265633da5219fa3a6b0e5d792e57, 87886, 27, 4
ec3f684c610f084fdea8ed5cf85f9c4390eb58e6, 89514, 30, 4
9ec657eeb12574a08d1e648347652980b4b4c581, 90177, 31, 5
eb2e79c68d20aac6a6e47d1f53be15eeaec7c74d, 90436, 34, 5
c16384b914aa79053bcb06e678602ed25c294a2e, 92185, 39, 5
494545f1ebfd569e39a41863ccfd38b884b50127, 92939, 46, 5
32ae94de9ae36060651240a0ee11838e3e572223, 95993, 49, 6
c870fefbef72eeec1c673c7d1fd4ed24fb03676a, 95793, 49, 6
