revision no., SLOC, developers, age
9894969e677c39007c2860f09e3f8235d3cde1ac, 38224, 1, 1
c8983cf95dcf9d9ac04b43371097e04267399095, 38938, 37, 1
9e332438e7f03df5aeea4e41fc013cb6fb2e758d, 39026, 43, 1
9b94a279ac2509ca0768dc079e80f350f0027316, 38321, 47, 2
8b696444c625fba5e5facbb75e682f47cd381526, 38483, 52, 2
2fe3b955853f0dcb143ece8356ad3d118f936cf4, 37750, 58, 2
21b5b27e651aefb9b0674137779952130fa1cd84, 38481, 62, 2
c3088da9a57f0cda72ae093b8e517a51b567461a, 38228, 64, 3
eea001f5d5b0a749ead8b9a4dcf3d982b010e509, 38522, 65, 3
639f1d282f381ea227098566cdea96c98fd3f653, 38626, 67, 3
71a2c2dfa8a7cc066770dd02fc594e5a4cd8bd2b, 38309, 68, 3
9d517741efca11a84585a8c2f96bd5720be638c7, 38252, 71, 4
4827e354f032732ac37ce4170b1ad1b718d18337, 38379, 73, 4
