revision no., SLOC, developers, age
da24d6aed25f38929e95476660ff22ea4c2b5d95, 2285, 1, 1
5bbb8e02385bfa4fbd47285bef3b56d35ede3b58, 3233, 1, 1
c27bebf72a319939a4a1359726d62bfa963fa1c5, 15615, 2, 2
650ed0a83fe55dab9d74966b3c1d779fd856d99c, 16811, 6, 2
a39e1557f92ba20d717b262f7266b39c4a14d9db, 15376, 7, 2
b3d84f09bb3f66a707969ff0e066b2802deff07e, 16142, 9, 2
24bab2820a477a50210e8f2157bf859257d8df06, 26949, 13, 3
63f104d6fc8a08f380ce5c019c4ed1faedddae04, 30066, 17, 3
2fdabb48d18e98737e722882551db1736654884a, 31671, 20, 3
e299ff173e1eadf9e7ccd474c83c0ac2e6c106cc, 43416, 20, 3
84abf8d60ffb4ad10601d0fe958a3a3f0cb9b2ef, 38073, 23, 4
886396610f2a5d40156181236a3da9047ed897b0, 40205, 31, 4
475728b7e03d8ecd0746912e61c67144e6d18326, 40438, 37, 4
2e88f4b4bc2eb20f675914614f4a17ce43e7656b, 41393, 40, 4
1c6c41dc7754d2405872c153dfe0b6fd340975eb, 42871, 43, 5
5514f19a27704cc9b45715d85080ae7f5325ccf5, 43273, 45, 5
