revision no., SLOC, developers, age
d6d5c86a736537828a59ddc6389d5d0490942f8c, 135, 1, 1
ebb2c54975e3f0b7b891532e8e72d2ef760f96c4, 10802, 6, 1
e49b81869832a83ae02580909608348c43895e7a, 11739, 6, 1
c05a39147a462d610dabaf89dae59c004e7dd539, 24491, 11, 1
6648c7ad903f4c8120193fa6f276ce8dde3b0b77, 52651, 15, 1
29b00eab311064a6ae1512c3c35144c33e7f8ac3, 56963, 19, 2
e241c3625c2e0f005ee2cb01577ceeb054bbbd98, 59945, 19, 2
bbdf5c1395752802b6ba62116c9408e14527a5c6, 61903, 22, 2
85756d0e78f53b2c216d153f713ea17db3db3e8f, 61717, 24, 2
eae544f0ebc26a2b103091b93d4f7c4188d00cff, 60221, 26, 3
8fb5d4add3cbbd5a4c1d4cd32ddab67fda458afa, 61659, 27, 3
