revision no., SLOC, developers, age
3, 0, 3, 1
471, 5753, 12, 1
923, 5753, 14, 2
994, 5753, 15, 2
1010, 7476, 16, 2
1161, 10806, 19, 2
1284, 14362, 20, 3
1358, 16271, 21, 3
1408, 20569, 24, 3
1637, 32553, 26, 3
2061, 45363, 37, 4
2376, 51311, 41, 4
2681, 62876, 45, 4
3011, 62876, 48, 4
3130, 62876, 50, 5
3390, 77420, 52, 5
3547, 88292, 56, 5
3866, 96666, 63, 5
4131, 96666, 64, 6
4376, 108452, 65, 6
4646, 120460, 65, 6
4943, 124632, 66, 6
5148, 124632, 68, 7
5290, 133152, 68, 7
5408, 136574, 68, 7
5555, 148964, 69, 7
5674, 155302, 70, 8
5770, 155302, 72, 8
5933, 155302, 72, 8
6059, 157999, 72, 8
6126, 158525, 72, 9
6150, 159013, 74, 9
6184, 159539, 74, 9
6272, 160818, 74, 9
6343, 162065, 74, 10
6452, 163529, 74, 10
6535, 163355, 74, 10
6635, 169890, 74, 10
6637, 170008, 74, 11
6638, 170149, 75, 11
