class template, instantiations, multiple overload instantiations, loc, definition file path, line
CCreateMap, //1, //1, //15, //Common/include/option_structure.hpp, //53
CEnumOptionRef, //0, //0, //69, //Common/include/option_structure.hpp, //1241
CListOptionRef, //0, //0, //32, //Common/include/option_structure.hpp, //1184
COptionRef, //0, //0, //73, //Common/include/option_structure.hpp, //1066

function template, instantiations, multiple overload instantiations, loc, definition file path, line
CConfig::AddArrayOption, //12, //1, //9, //Common/include/config_structure.hpp, //762
CConfig::AddEnumListOption, //2, //1, //8, //Common/include/config_structure.hpp, //739
CConfig::AddEnumOption, //84, //1, //14, //Common/include/config_structure.hpp, //712
CConfig::AddListOption, //43, //1, //6, //Common/include/config_structure.hpp, //786
CConfig::AddScalarOption, //132, //1, //5, //Common/include/config_structure.hpp, //695
CConfig::AddSpecialOption, //38, //1, //7, //Common/include/config_structure.hpp, //803

