class template, instantiations, multiple overload instantiations, loc, definition file path, line
CCreateMap, //1, //1, //15, //Common/include/option_structure.hpp, //53
CEnumOptionRef, //0, //0, //83, //Common/include/option_structure.hpp, //1191
CListOptionRef, //0, //0, //32, //Common/include/option_structure.hpp, //1134
COptionRef, //0, //0, //73, //Common/include/option_structure.hpp, //1016

function template, instantiations, multiple overload instantiations, loc, definition file path, line
CConfig::AddArrayOption, //10, //1, //9, //Common/include/config_structure.hpp, //700
CConfig::AddEnumListOption, //2, //1, //8, //Common/include/config_structure.hpp, //677
CConfig::AddEnumOption, //73, //1, //14, //Common/include/config_structure.hpp, //650
CConfig::AddListOption, //34, //1, //6, //Common/include/config_structure.hpp, //724
CConfig::AddScalarOption, //128, //1, //5, //Common/include/config_structure.hpp, //633
CConfig::AddSpecialOption, //28, //1, //7, //Common/include/config_structure.hpp, //741

