class template, instantiations, multiple overload instantiations, loc, definition file path, line

function template, instantiations, multiple overload instantiations, loc, definition file path, line
square, //10, //2, //1, //src/timeEstimate.cpp, //17
cura::swap, //7, //1, //6, //src/support.cpp, //6

