class template, instantiations, multiple overload instantiations, loc, definition file path, line

function template, instantiations, multiple overload instantiations, loc, definition file path, line
swap, //7, //2, //6, //support.cpp, //4
square, //10, //2, //1, //timeEstimate.cpp, //17

