class template, instantiations, multiple overload instantiations, loc, definition file path, line
doctok::PLCF, //10, //2, //63, //writerfilter/source/doctok/PLCF.hxx, //70
LinkedList, //37, //15, //99, //hwpfilter/source/list.hxx, //54
LinkedListIterator, //24, //7, //72, //hwpfilter/source/list.hxx, //85
doctok::XNoteHelper, //3, //1, //58, //writerfilter/source/doctok/XNoteHelper.hxx, //53
dmapper::removeExistingElements, //0, //0, //11, //writerfilter/source/dmapper/PropertyMap.cxx, //144
doctok::PLCFHelper, //0, //0, //17, //writerfilter/source/doctok/WW8DocumentImpl.cxx, //53

function template, instantiations, multiple overload instantiations, loc, definition file path, line
doctok::operator<=, //3, //1, //4, //writerfilter/source/doctok/WW8CpAndFc.hxx, //54
swf::findPropertyValue, //0, //0, //15, //filter/source/flash/swffilter.cxx, //258

