class template, instantiations, multiple overload instantiations, loc, definition file path, line
sfx::ListBoxConnection, //7, //6, //18, //sfx2/inc/sfx2/itemconnect.hxx, //391
sfx::ValueSetConnection, //6, //5, //18, //sfx2/inc/sfx2/itemconnect.hxx, //423
configmgr::AutoReferenceMap, //6, //2, //68, //configmgr/source/inc/autoreferencemap.hxx, //48
framework::BaseHash, //3, //3, //11, //framework/inc/stdtypes.h, //164
connectivity::jdbc::LocalRef, //2, //1, //42, //connectivity/source/inc/java/LocalRef.hxx, //54
sfx::IdentItemWrapper, //0, //0, //10, //sfx2/inc/sfx2/itemwrapper.hxx, //170
sfx::SingleItemWrapper, //3, //1, //25, //sfx2/inc/sfx2/itemwrapper.hxx, //101
sfx::ValueItemWrapper, //0, //0, //10, //sfx2/inc/sfx2/itemwrapper.hxx, //145
connectivity::ORefVector, //0, //0, //38, //connectivity/inc/connectivity/CommonTools.hxx, //73
connectivity::ORowVector, //0, //0, //7, //connectivity/inc/connectivity/CommonTools.hxx, //122
sfx::ListBoxWrapper, //4, //2, //28, //sfx2/inc/sfx2/controlwrapper.hxx, //375
sfx::MetricFieldWrapper, //6, //2, //33, //sfx2/inc/sfx2/controlwrapper.hxx, //340
sfx::MultiControlWrapper, //1, //1, //14, //sfx2/inc/sfx2/controlwrapper.hxx, //499
sfx::NumericFieldWrapper, //6, //2, //31, //sfx2/inc/sfx2/controlwrapper.hxx, //308
sfx::PosValueMapper, //5, //3, //53, //sfx2/inc/sfx2/controlwrapper.hxx, //76
sfx::SingleControlWrapper, //2, //1, //23, //sfx2/inc/sfx2/controlwrapper.hxx, //201
sfx::ValueSetWrapper, //5, //3, //28, //sfx2/inc/sfx2/controlwrapper.hxx, //417
configmgr::configapi::ListenerContainerIterator, //6, //5, //24, //configmgr/source/api2/listenercontainer.hxx, //58
configmgr::configapi::SpecialListenerContainer, //14, //2, //290, //configmgr/source/api2/listenercontainer.hxx, //110
UniReference, //21, //2, //79, //xmloff/inc/xmloff/uniref.hxx, //46
connectivity::OSubComponent, //8, //6, //28, //connectivity/source/inc/OSubComponent.hxx, //58
sfx::ItemControlConnection, //13, //7, //83, //sfx2/inc/sfx2/itemconnect.hxx, //251
ExpressionGrammar::definition, //0, //0, //94, //svx/source/customshapes/EnhancedCustomShapeFunctionParser.cxx, //1017
configmgr::xml::WriterService, //3, //2, //58, //configmgr/source/xml/writersvc.hxx, //64
connectivity::ExpressionGrammar::definition, //0, //0, //61, //connectivity/source/commontools/RowFunctionParser.cxx, //352
connectivity::jdbc::GlobalRef, //0, //0, //56, //connectivity/source/inc/java/GlobalRef.hxx, //53
configmgr::AutoObject, //5, //2, //42, //configmgr/source/inc/autoobject.hxx, //43
connectivity::ODeleteVector, //1, //1, //9, //connectivity/inc/connectivity/FValue.hxx, //395
sfx::MetricConnection, //5, //4, //17, //sfx2/inc/sfx2/itemconnect.hxx, //360
sfx::NumericConnection, //5, //4, //17, //sfx2/inc/sfx2/itemconnect.hxx, //329
configmgr::configapi::OInnerElement, //10, //5, //54, //configmgr/source/api2/apiaccessobj.hxx, //57
configmgr::configapi::OReadRootElement, //2, //2, //45, //configmgr/source/api2/apiaccessobj.hxx, //125
configmgr::configapi::OSetElement, //5, //5, //42, //configmgr/source/api2/apiaccessobj.hxx, //89
configmgr::configapi::OUpdateRootElement, //3, //3, //45, //configmgr/source/api2/apiaccessobj.hxx, //146
configmgr::xml::ParserService, //2, //1, //57, //configmgr/source/xml/parsersvc.hxx, //57
PropertyWrapper, //0, //0, //14, //xmloff/source/chart/MultiPropertySetHandler.hxx, //80
ucb_impl::RegexpMap, //3, //2, //26, //ucb/source/inc/regexpmap.hxx, //129
ucb_impl::RegexpMapConstIter, //5, //1, //18, //ucb/source/inc/regexpmap.hxx, //68
ucb_impl::RegexpMapEntry, //6, //1, //13, //ucb/source/inc/regexpmap.hxx, //44
ucb_impl::RegexpMapIter, //2, //1, //14, //ucb/source/inc/regexpmap.hxx, //101
PCodeBuffConvertor, //1, //0, //25, //basic/source/inc/codegen.hxx, //71
accessibility::AccessibleParaManager::MemFunAdapter, //2, //2, //15, //svx/source/accessibility/AccessibleParaManager.hxx, //290
accessibility::AccessibleParaManager::WeakChildAdapter, //1, //1, //13, //svx/source/accessibility/AccessibleParaManager.hxx, //264
accessibility::HardCppRef, //1, //1, //19, //svx/source/accessibility/AccessibleParaManager.hxx, //58
accessibility::WeakCppRef, //0, //0, //22, //svx/source/accessibility/AccessibleParaManager.hxx, //103
configmgr::configuration::NodeCast, //0, //0, //20, //configmgr/source/treemgr/nodeimpl.cxx, //191
configmgr::internal::BroadcastImplHelper, //2, //2, //49, //configmgr/source/api/confeventhelpers.hxx, //61
OHardRefMap, //0, //0, //141, //connectivity/source/sdbcx/VCollection.cxx, //59
configmgr::configapi::GuardedNode, //1, //1, //8, //configmgr/source/api2/apinodeaccess.hxx, //169
configmgr::configapi::GuardedNodeData, //5, //3, //26, //configmgr/source/api2/apinodeaccess.hxx, //182
connectivity::ado::OCollection, //0, //0, //128, //connectivity/source/inc/ado/ACollection.hxx, //57
framework::ContinuationBase, //0, //0, //23, //framework/inc/dispatch/interaction.hxx, //98
BufferTransformer, //1, //1, //58, //basic/source/comp/codegen.cxx, //443
OffSetAccumulator, //1, //1, //23, //basic/source/comp/codegen.cxx, //413
PCodeBufferWalker, //2, //1, //53, //basic/source/comp/codegen.cxx, //357
PCodeVisitor, //2, //1, //13, //basic/source/comp/codegen.cxx, //340
configmgr::apihelper::InteractionContinuation, //0, //0, //9, //configmgr/source/inc/interactionrequest.hxx, //134
sdr::table::RangeIterator, //0, //0, //35, //svx/source/table/celltypes.hxx, //62
xmloff::OContainerImport, //3, //3, //41, //xmloff/source/forms/elementimport.hxx, //582
configmgr::configapi::GuardedNodeUpdate, //10, //5, //36, //configmgr/source/api2/apinodeupdate.hxx, //133
framework::CheckedIterator, //3, //3, //87, //framework/inc/classes/checkediterator.hxx, //86
framework::SetNodeHash, //5, //5, //20, //framework/inc/classes/filtercachedata.hxx, //475
svx::FrameBorderIterBase, //10, //7, //30, //svx/source/inc/frmselimpl.hxx, //259
configmgr::backend::ResultHolder, //3, //3, //35, //configmgr/source/inc/requesttypes.hxx, //208
xmloff::OColumnImport, //0, //0, //13, //xmloff/source/forms/elementimport.hxx, //625
connectivity::ado::WpOLEAppendCollection, //0, //0, //18, //connectivity/source/inc/ado/Aolewrap.hxx, //219
connectivity::ado::WpOLEBase, //6, //2, //32, //connectivity/source/inc/ado/Aolewrap.hxx, //85
connectivity::ado::WpOLECollection, //0, //0, //64, //connectivity/source/inc/ado/Aolewrap.hxx, //145
configmgr::OPathCreator, //0, //0, //12, //configmgr/source/inc/namecreator.hxx, //67
ComPtr, //2, //1, //125, //fpicker/source/win32/filepicker/comptr.hxx, //41
configmgr::Stack, //3, //2, //9, //configmgr/source/inc/stack.hxx, //48
xmloff::OInterfaceCompare, //0, //0, //11, //xmloff/source/forms/ifacecompare.hxx, //49
lcl_resize, //0, //0, //8, //xmloff/source/chart/SchXMLExport.cxx, //569
dp_misc::StaticResourceString, //0, //0, //4, //desktop/source/deployment/inc/dp_resource.h, //51
custom_real_parser_policies, //0, //0, //9, //svx/source/customshapes/EnhancedCustomShapeFunctionParser.cxx, //966
configmgr::configapi::LessORefBodyPtr, //0, //0, //9, //configmgr/source/api2/broadcaster.cxx, //84
configmgr::configuration::DataChange, //1, //1, //13, //configmgr/source/inc/nodechangeinfo.hxx, //64
configmgr::xml::IsEmptySequence, //0, //0, //7, //configmgr/source/xml/valueformatter.cxx, //129

function template, instantiations, multiple overload instantiations, loc, definition file path, line
xmlscript::ElementDescriptor::readProp, //0, //0, //7, //xmlscript/source/xmldlg_imexp/exp_share.hxx, //240
xmlscript::extract_throw, //0, //0, //10, //xmlscript/source/inc/misc.hxx, //44
getLocalFromWeakRef, //0, //0, //17, //connectivity/source/drivers/jdbc/JConnection.cxx, //100
lcl_SequenceToVectorAppend, //0, //0, //6, //xmloff/source/chart/SchXMLExport.cxx, //161
sfx2::lcl_initModifiers, //0, //0, //10, //sfx2/source/view/userinputinterception.cxx, //89
lcl_getFunctionFromModuleOrUnload, //0, //0, //15, //connectivity/source/drivers/kab/KDriver.cxx, //98
lcl_getFunctionFromModuleOrUnload, //0, //0, //15, //connectivity/source/drivers/macab/MacabDriver.cxx, //77
connectivity::java::sql::ConnectionLog::log, //0, //0, //4, //connectivity/source/inc/java/sql/ConnectionLog.hxx, //111
connectivity::java::sql::ConnectionLog::log, //0, //0, //4, //connectivity/source/inc/java/sql/ConnectionLog.hxx, //117
connectivity::java::sql::ConnectionLog::log, //0, //0, //4, //connectivity/source/inc/java/sql/ConnectionLog.hxx, //123
connectivity::java::sql::ConnectionLog::log, //0, //0, //4, //connectivity/source/inc/java/sql/ConnectionLog.hxx, //129
connectivity::java::sql::ConnectionLog::log, //0, //0, //4, //connectivity/source/inc/java/sql/ConnectionLog.hxx, //135
svx::lclRotateLeft, //0, //0, //7, //svx/source/msfilter/mscodec.cxx, //48
svx::lclRotateLeft, //0, //0, //7, //svx/source/msfilter/mscodec.cxx, //58
configmgr::configuration::rethrowWrapped, //0, //0, //4, //configmgr/source/inc/configexcept.hxx, //106
connectivity::ODatabaseMetaDataBase::callImplMethod, //0, //0, //10, //connectivity/source/inc/TDatabaseMetaDataBase.hxx, //67
MultiPropertySetHandler::Add, //0, //0, //4, //xmloff/source/chart/MultiPropertySetHandler.hxx, //155
operator!=, //0, //0, //5, //ucb/source/inc/regexpmap.hxx, //184
operator==, //0, //0, //5, //ucb/source/inc/regexpmap.hxx, //177
accessibility::AccessibleTextEventQueue::ForEach, //0, //0, //4, //svx/source/accessibility/AccessibleTextEventQueue.hxx, //88
accessibility::AccessibleParaManager::ForEach, //0, //0, //4, //svx/source/accessibility/AccessibleParaManager.hxx, //314
sdr::table::insert_range, //0, //0, //21, //svx/source/table/tablemodel.cxx, //106
sdr::table::remove_range, //0, //0, //28, //svx/source/table/tablemodel.cxx, //72
convert, //0, //0, //36, //ucb/source/ucp/file/filrow.cxx, //47
lcl_setValue, //0, //0, //7, //xmloff/source/xforms/xformsapi.hxx, //70
ComPtr::query, //0, //0, //4, //fpicker/source/win32/filepicker/comptr.hxx, //191
TPropMap::get, //0, //0, //10, //fpicker/source/win32/filepicker/propmap.hxx, //68
TPropMap::get_copy, //0, //0, //13, //fpicker/source/win32/filepicker/propmap.hxx, //81
TPropMap::put, //0, //0, //6, //fpicker/source/win32/filepicker/propmap.hxx, //52
TPropMap::put_copy, //0, //0, //6, //fpicker/source/win32/filepicker/propmap.hxx, //60
