class template, instantiations, multiple overload instantiations, loc, definition file path, line
rtl::Reference, //903, //242, //98, //include/rtl/ref.hxx, //54
com::sun::star::uno::Sequence, //3294, //163, //45, //include/com/sun/star/uno/Sequence.h, //54
framework::CheckedIterator, //2, //2, //87, //framework/inc/classes/checkediterator.hxx, //50
framework::SetNodeHash, //5, //5, //20, //framework/inc/classes/filtercachedata.hxx, //349
o3tl::sorted_vector, //12, //7, //104, //include/o3tl/sorted_vector.hxx, //32
o3tl::range, //39, //5, //84, //include/o3tl/range.hxx, //40
ScBitMaskCompressedArray, //7, //1, //153, //sc/inc/compressedarray.hxx, //157
ScCompressedArray, //14, //1, //326, //sc/inc/compressedarray.hxx, //48
osl::Guard, //43, //2, //21, //include/osl/mutex.hxx, //123
XclExpValueRecord, //5, //2, //39, //sc/source/filter/inc/xerecord.hxx, //188
comphelper::OPropertyArrayUsageHelper, //32, //27, //42, //include/comphelper/proparrhlp.hxx, //50
rtl::Static, //2, //2, //16, //include/rtl/instance.hxx, //399
SvDeclPersistList, //2, //1, //10, //include/tools/pstm.hxx, //124
SvRefMemberList, //3, //1, //49, //include/tools/ref.hxx, //101
comphelper::SettingsHelperNoState, //2, //2, //52, //include/comphelper/SettingsHelper.hxx, //42
oox::RefVector, //35, //30, //103, //include/oox/helper/refvector.hxx, //40
connectivity::OSubComponent, //10, //5, //28, //include/connectivity/OSubComponent.hxx, //50
XclExpRecordList, //41, //33, //43, //sc/source/filter/inc/xerecord.hxx, //324
basegfx::BasicRange, //3, //2, //196, //include/basegfx/range/basicrange.hxx, //30
osl::ClearableGuard, //1, //1, //30, //include/osl/mutex.hxx, //157
connectivity::jdbc::LocalRef, //1, //1, //42, //connectivity/source/inc/java/LocalRef.hxx, //40
comphelper::scoped_disposing_ptr, //3, //1, //94, //include/comphelper/scoped_disposing_ptr.hxx, //27
comphelper::scoped_disposing_solar_mutex_reset_ptr, //0, //0, //14, //include/comphelper/scoped_disposing_ptr.hxx, //140
rtl::Allocator, //9, //5, //63, //include/rtl/allocator.hxx, //43
dxcanvas::COMReference, //10, //2, //45, //canvas/source/directx/dx_winstuff.hxx, //129
comphelper::OAutoRegistration, //7, //1, //14, //include/comphelper/componentmodule.hxx, //188
comphelper::OSingletonRegistration, //7, //1, //16, //include/comphelper/componentmodule.hxx, //221
logging::OAutoRegistration, //0, //0, //9, //extensions/source/logging/log_module.hxx, //56
logging::OSingletonRegistration, //0, //0, //9, //extensions/source/logging/log_module.hxx, //69
loplugin::Plugin::Registration, //16, //16, //11, //compilerplugins/clang/plugin.hxx, //142
chart::wrapper::WrappedSeriesOrDiagramProperty, //0, //0, //122, //chart2/source/controller/chartapiwrapper/WrappedSeriesOrDiagramProperty.hxx, //46
chart::wrapper::WrappedStatisticProperty, //0, //0, //27, //chart2/source/controller/chartapiwrapper/WrappedStatisticProperties.cxx, //179
bridges::cpp_uno::shared::GuardedArray, //2, //2, //11, //bridges/source/cpp_uno/shared/guardedarray.hxx, //25
rtl_Instance, //4, //2, //80, //include/rtl/instance.hxx, //266
canvas::BitmapCanvasBase, //1, //1, //47, //include/canvas/base/bitmapcanvasbase.hxx, //64
canvas::IntegerBitmapBase, //2, //1, //59, //include/canvas/base/integerbitmapbase.hxx, //65
comphelper::mem_fun1_t, //2, //2, //9, //include/comphelper/stl_types.hxx, //168
comphelper::module::OAutoRegistration, //6, //6, //9, //comphelper/source/inc/comphelper_module.hxx, //56
comphelper::module::OSingletonRegistration, //2, //2, //9, //comphelper/source/inc/comphelper_module.hxx, //69
oox::Matrix, //4, //2, //49, //include/oox/helper/containerhelper.hxx, //92
APIPropertyAccessor, //0, //0, //16, //forms/source/xforms/propertysetbase.hxx, //153
BooleanPropertyAccessor, //0, //0, //16, //forms/source/xforms/propertysetbase.hxx, //133
DirectPropertyAccessor, //0, //0, //16, //forms/source/xforms/propertysetbase.hxx, //113
GenericPropertyAccessor, //0, //0, //36, //forms/source/xforms/propertysetbase.hxx, //67
NamedCollection, //0, //0, //85, //forms/source/xforms/namedcollection.hxx, //30
com::sun::star::uno::WeakReference, //35, //19, //16, //include/cppuhelper/weakref.hxx, //119
store::PageHolderObject, //36, //5, //107, //store/source/storbase.hxx, //647
comphelper::OAggregationArrayUsageHelper, //1, //1, //20, //include/comphelper/proparrhlp.hxx, //93
OGeometryControlModel, //4, //1, //41, //include/toolkit/controls/geometrycontrolmodel.hxx, //181
OTemplateInstanceDisambiguation, //1, //1, //3, //include/toolkit/controls/geometrycontrolmodel.hxx, //170
basegfx::internal::ImplHomMatrixTemplate, //2, //1, //405, //basegfx/source/inc/hommatrixtemplate.hxx, //77
basegfx::internal::ImplMatLine, //3, //1, //31, //basegfx/source/inc/hommatrixtemplate.hxx, //40
writerfilter::doctok::PLCF, //9, //2, //63, //writerfilter/source/doctok/PLCF.hxx, //53
ole_adapter::UnoConversionUtilities, //22, //1, //1789, //extensions/source/ole/unoconversionutilities.hxx, //101
inprocserv::ComSmart, //14, //2, //83, //embedserv/source/inprocserv/smartpointer.hxx, //27
pcr::HandlerComponentBase, //9, //9, //23, //extensions/source/propctrlr/propertyhandler.hxx, //387
LinkedList, //13, //1, //99, //hwpfilter/source/list.hxx, //39
LinkedListIterator, //10, //1, //78, //hwpfilter/source/list.hxx, //70
ww::SortedArray, //1, //1, //64, //sw/source/filter/ww8/sortedarray.hxx, //36
sd::toolpanel::RootControlFactoryWithArg, //0, //0, //15, //sd/source/ui/inc/taskpane/TaskPaneControlFactory.hxx, //65
cppu::UnoType, //7, //5, //11, //include/cppu/unotype.hxx, //263
osl::ResettableGuard, //1, //1, //25, //include/osl/mutex.hxx, //203
sfx::IdentItemWrapper, //0, //0, //11, //include/sfx2/itemwrapper.hxx, //163
sfx::SingleItemWrapper, //3, //1, //26, //include/sfx2/itemwrapper.hxx, //90
sfx::ValueItemWrapper, //0, //0, //11, //include/sfx2/itemwrapper.hxx, //136
oox::OptValue, //19, //5, //24, //include/oox/helper/helper.hxx, //191
oox::drawingml::chart::ModelRef, //27, //12, //14, //include/oox/drawingml/chart/modelbase.hxx, //36
dbaui::optional, //3, //2, //22, //include/dbaccess/genericcontroller.hxx, //74
Test, //2, //2, //41, //sal/qa/rtl/strings/test_strings_toint.cxx, //21
RegistryValueList, //14, //2, //44, //include/registry/registry.hxx, //322
comphelper::OListenerContainerBase, //2, //2, //42, //include/comphelper/listenernotification.hxx, //241
comphelper::OSimpleListenerContainer, //2, //1, //52, //include/comphelper/listenernotification.hxx, //168
rtl::StaticWithInit, //1, //0, //18, //include/rtl/instance.hxx, //608
comphelper::ImplementationReference, //0, //0, //50, //include/comphelper/implementationreference.hxx, //97
CFGuard, //0, //0, //8, //sal/osl/unx/osxlocale.cxx, //34
basebmp::CompositeIterator1D, //2, //1, //31, //include/basebmp/compositeiterator.hxx, //234
basebmp::CompositeIterator2D, //2, //2, //70, //include/basebmp/compositeiterator.hxx, //277
basebmp::detail::ArithmeticProxy, //2, //2, //31, //include/basebmp/compositeiterator.hxx, //36
basebmp::detail::CompositeIteratorBase, //1, //0, //113, //include/basebmp/compositeiterator.hxx, //83
PageHolderObject, //15, //2, //92, //store/workben/t_page.cxx, //324
chart::wrapper::WrappedSplineProperty, //0, //0, //104, //chart2/source/controller/chartapiwrapper/WrappedSplineProperties.cxx, //44
ScVbaPageBreak, //7, //1, //90, //sc/source/ui/vba/vbapagebreak.hxx, //34
salhelper::ODynamicLoader, //3, //1, //66, //include/salhelper/dynload.hxx, //105
TreeVisitor, //1, //1, //60, //svx/source/inc/treevisitor.hxx, //26
ww::compile_time_check, //0, //0, //5, //sw/source/filter/ww8/staticassert.hxx, //31
dbaui::ItemAdapter, //0, //0, //25, //dbaccess/source/ui/misc/propertystorage.cxx, //57
pcr::ControlWindow, //2, //2, //21, //extensions/source/propctrlr/commoncontrol.hxx, //41
pcr::ListLikeControlWithModifyHandler, //0, //0, //13, //extensions/source/propctrlr/standardcontrol.hxx, //55
chart::CommonFunctors::FirstOfPairEquals, //0, //0, //13, //chart2/source/inc/CommonFunctors.hxx, //144
chart::CommonFunctors::SecondOfPairEquals, //0, //0, //13, //chart2/source/inc/CommonFunctors.hxx, //165
sfx::ListBoxWrapper, //4, //2, //28, //include/sfx2/controlwrapper.hxx, //344
sfx::MetricFieldWrapper, //6, //2, //33, //include/sfx2/controlwrapper.hxx, //309
sfx::MultiControlWrapper, //1, //1, //14, //include/sfx2/controlwrapper.hxx, //468
sfx::NumericFieldWrapper, //6, //2, //31, //include/sfx2/controlwrapper.hxx, //277
