class template, instantiations, multiple overload instantiations, loc, definition file path, line
dbaui::OMultiInstanceAutoRegistration, //2, //0, //21, //dbaccess/source/inc/registrationhelper.hxx, //133
dbaui::OOneInstanceAutoRegistration, //2, //0, //21, //dbaccess/source/inc/registrationhelper.hxx, //169

function template, instantiations, multiple overload instantiations, loc, definition file path, line

