class template, instantiations, multiple overload instantiations, loc, definition file path, line
XclExpRecordList, //14, //13, //11, //sc/source/filter/inc/xerecord.hxx, //287
ScfDelList, //23, //22, //35, //sc/source/filter/inc/ftools.hxx, //388
XclExpValueRecord, //3, //2, //25, //sc/source/filter/inc/xerecord.hxx, //161
ScfDelStack, //1, //1, //12, //sc/source/filter/inc/ftools.hxx, //443
apphelper::NegativeGuard, //0, //0, //18, //chart2/source/inc/LifeTime.hxx, //278
XclDirectHasher, //0, //0, //4, //sc/source/filter/excel/xestring.cxx, //133
XclHasher, //0, //0, //1, //sc/source/filter/excel/xestring.cxx, //130
chart::lcl_EqualsFirstDoubleOfPair, //0, //0, //7, //chart2/source/view/charttypes/Splines.cxx, //26
lcl_eraseMapEntry, //0, //0, //13, //chart2/source/tools/ImplOPropertySet.cxx, //95
lcl_MakeAny, //0, //0, //7, //chart2/workbench/anyperformance/anyperformance.cxx, //138

function template, instantiations, multiple overload instantiations, loc, definition file path, line
get_flag, //4, //2, //2, //sc/source/filter/inc/ftools.hxx, //136
lclCompare, //2, //1, //9, //sc/source/filter/excel/xestring.cxx, //95
lclCompareVectors, //0, //0, //11, //sc/source/filter/excel/xestring.cxx, //107
lclHashVector, //1, //1, //7, //sc/source/filter/excel/xestring.cxx, //148
lclHashVector, //0, //0, //4, //sc/source/filter/excel/xestring.cxx, //158
getPropValue, //0, //0, //8, //sc/source/filter/inc/fapihelper.hxx, //145
setPropValue, //0, //0, //7, //sc/source/filter/inc/fapihelper.hxx, //106
chart::RegressionCalculationHelper::cleanup, //0, //0, //17, //chart2/source/tools/RegressionCalculationHelper.hxx, //95
extract_value, //0, //0, //2, //sc/source/filter/inc/ftools.hxx, //149
get_flagvalue, //0, //0, //2, //sc/source/filter/inc/ftools.hxx, //141
insert_value, //0, //0, //6, //sc/source/filter/inc/ftools.hxx, //164
rotate_left, //0, //0, //5, //sc/source/filter/inc/ftools.hxx, //176
rotate_left, //0, //0, //7, //sc/source/filter/inc/ftools.hxx, //184
rotate_right, //0, //0, //5, //sc/source/filter/inc/ftools.hxx, //194
rotate_right, //0, //0, //7, //sc/source/filter/inc/ftools.hxx, //202
set_flag, //0, //0, //2, //sc/source/filter/inc/ftools.hxx, //157
ulimit, //1, //1, //2, //sc/source/filter/inc/ftools.hxx, //119
ulimit, //1, //1, //2, //sc/source/filter/inc/ftools.hxx, //124

