variadic function templates, variadic class templates, alias class templates
0, //0, //0

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
0, //0, //14

variadic function templates

variadic class templates

alias class templates

potential variadic function templates

potential variadic class templates

potential alias class templates
DLCFifoHead, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //329
DLCHead, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //325
DLFifoHead, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //327
DLHead, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //323
POD, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //136
SLCFifoHead, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //328
SLCHead, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //324
SLFifoHead, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //326
SLHead, //storage/ndb/src/kernel/vm/IntrusiveList.hpp, //322
ExecSignalLocal, //storage/ndb/src/kernel/blocks/dbdict/Dbdict.hpp, //861
Base, //sql/sql_plist.h, //155
Iterator, //sql/sql_plist.h, //156
BlockCallback, //storage/ndb/src/kernel/blocks/dbdict/Dbdict.hpp, //861
Value, //unittest/gunit/sql_plist-t.cc, //64
