variadic function templates, variadic class templates, alias class templates
0, //0, //0

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
1, //0, //0

variadic function templates

variadic class templates

alias class templates

potential variadic function templates
bullet_new, //gameplay/src/DebugNew.h, //43
bullet_new, //gameplay/src/DebugNew.h, //55
bullet_new, //gameplay/src/DebugNew.h, //67
bullet_new, //gameplay/src/DebugNew.h, //79
bullet_new, //gameplay/src/DebugNew.h, //92
bullet_new, //gameplay/src/DebugNew.h, //105
bullet_new, //gameplay/src/DebugNew.h, //118
bullet_new, //gameplay/src/DebugNew.h, //131
bullet_new, //gameplay/src/DebugNew.h, //144
bullet_new, //gameplay/src/DebugNew.h, //157
bullet_new, //gameplay/src/DebugNew.h, //170
bullet_new, //gameplay/src/DebugNew.h, //183

potential variadic class templates

potential alias class templates
