variadic function templates, variadic class templates, alias class templates
52, //27, //6

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
9, //2, //13

variadic function templates
kj::parse::oneOf, //c++/src/kj/parse/common.h, //599
kj::parse::sequence, //c++/src/kj/parse/common.h, //344
kj::_::Debug::log, //c++/src/kj/debug.h, //386
kj::Arena::allocate, //c++/src/kj/arena.h, //138
kj::ctor, //c++/src/kj/common.h, //735
kj::StringTree::concat, //c++/src/kj/string-tree.h, //194
kj::StringTree::fill, //c++/src/kj/string-tree.h, //174
kj::StringTree::fill, //c++/src/kj/string-tree.h, //180
kj::StringTree::fill, //c++/src/kj/string-tree.h, //187
kj::_::fill, //c++/src/kj/string-tree.h, //121
kj::_::fill, //c++/src/kj/string.h, //226
kj::str, //c++/src/kj/string.h, //331
kj::strTree, //c++/src/kj/string-tree.h, //206
kj::_::Debug::Fault::Fault, //c++/src/kj/debug.h, //398
kj::Vector::add, //c++/src/kj/vector.h, //75
kj::CaptureByMove::operator(), //c++/src/kj/async.h, //372
kj::_::concat, //c++/src/kj/string.h, //236
kj::_::Debug::Fault::Fault, //c++/src/kj/debug.h, //407
kj::_::Debug::makeDescription, //c++/src/kj/debug.h, //442
kj::OneOf::doAll, //c++/src/kj/one-of.h, //105
kj::OneOf::init, //c++/src/kj/one-of.h, //77
kj::OneOf::maxSize, //c++/src/kj/one-of.h, //90
kj::_::PtmfHelper::from, //c++/src/kj/async-inl.h, //271
kj::_::PtmfHelper::from, //c++/src/kj/async-inl.h, //277
kj::_::PtmfHelper::from, //c++/src/kj/async-inl.h, //279
kj::apply, //c++/src/kj/tuple.h, //348
kj::parse::Sequence_::Sequence_, //c++/src/kj/parse/common.h, //298
kj::parse::Sequence_::parseNext, //c++/src/kj/parse/common.h, //310
kj::parse::Sequence_::parseNext, //c++/src/kj/parse/common.h, //337
kj::tuple, //c++/src/kj/tuple.h, //333
kj::Maybe::emplace, //c++/src/kj/common.h, //985
kj::_::NullableValue::emplace, //c++/src/kj/common.h, //813
kj::ArrayBuilder::add, //c++/src/kj/array.h, //350
kj::_::ExpandAndApplyFunc::operator(), //c++/src/kj/tuple.h, //255
kj::_::MakeTupleFunc::operator(), //c++/src/kj/tuple.h, //309
kj::_::Tuple::Tuple, //c++/src/kj/tuple.h, //158
kj::_::Tuple::Tuple, //c++/src/kj/tuple.h, //160
kj::_::Tuple::Tuple, //c++/src/kj/tuple.h, //162
kj::_::Tuple::Tuple, //c++/src/kj/tuple.h, //166
kj::_::TupleImpl::TupleImpl, //c++/src/kj/tuple.h, //130
kj::_::TupleImpl::TupleImpl, //c++/src/kj/tuple.h, //139
kj::_::TupleImpl::TupleImpl, //c++/src/kj/tuple.h, //142
kj::_::TupleImpl::TupleImpl, //c++/src/kj/tuple.h, //145
