variadic function templates, variadic class templates, alias class templates
34, //61, //12

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
21, //0, //35

variadic function templates
base::Bind, //base/bind.h, //76
DispatchToMethod, //base/tuple.h, //323
DispatchToMethod, //base/tuple.h, //298
DispatchToMethod, //base/tuple.h, //256
ObserverListThreadSafe::Notify, //base/observer_list_threadsafe.h, //172
base::BindBlock, //base/mac/bind_objc_block.h, //47
DispatcherImpl::RegisterHandler, //chrome/browser/devtools/devtools_embedder_message_dispatcher.cc, //127
DispatcherImpl::RegisterHandlerWithCallback, //chrome/browser/devtools/devtools_embedder_message_dispatcher.cc, //136
ParamTuple::Apply, //chrome/browser/devtools/devtools_embedder_message_dispatcher.cc, //61
ParamTuple::Apply, //chrome/browser/devtools/devtools_embedder_message_dispatcher.cc, //74
ParseAndHandle, //chrome/browser/devtools/devtools_embedder_message_dispatcher.cc, //83
ParseAndHandleWithCallback, //chrome/browser/devtools/devtools_embedder_message_dispatcher.cc, //94
media::CdmPromiseAdapter::ResolvePromise, //media/base/cdm_promise_adapter.cc, //26
MakeRefTuple, //base/tuple.h, //227
MakeTuple, //base/tuple.h, //219
IPC::SyncMessageSchema::WriteReplyParams, //ipc/ipc_message_utils.h, //910
base::strings::SafeSPrintf, //base/strings/safe_sprintf.h, //230
base::ManualConstructor::Init, //base/memory/manual_constructor.h, //57
DispatchToFunction, //base/tuple.h, //277
DispatchToFunctionImpl, //base/tuple.h, //270
DispatchToMethodImpl, //base/tuple.h, //248
DispatchToMethodImpl, //base/tuple.h, //288
DispatchToMethodImpl, //base/tuple.h, //312
login::CallbackWrapper, //components/login/base_screen_handler_utils.h, //81
webui_generator::WebUIView::AddCallback, //components/webui_generator/web_ui_view.h, //62
media::MojoCdm::OnPromiseResult, //media/mojo/services/mojo_cdm.h, //80
base::internal::RunBlock, //base/mac/bind_objc_block.h, //37
base::strings::SafeSNPrintf, //base/strings/safe_sprintf.h, //222
content::RunIDMapCallback, //content/browser/service_worker/service_worker_version.cc, //100
content::RunIDMapCallbacks, //content/browser/service_worker/service_worker_version.cc, //90
gin::internal::Invoker::And, //gin/function_template.h, //186
chromeos::BaseScreenHandler::AddCallback, //chrome/browser/ui/webui/chromeos/login/base_screen_handler.h, //133
content::BackgroundSyncManager::CompleteOperationCallback, //content/browser/background_sync/background_sync_manager.cc, //833
login::DispatchToCallback, //components/login/base_screen_handler_utils.h, //71

variadic class templates
media::CdmPromiseTemplate, //media/base/cdm_promise.h, //76
media::CdmCallbackPromise, //media/base/cdm_callback_promise.h, //24
storage::CallbackQueue, //storage/browser/quota/quota_callbacks.h, //37
storage::CallbackQueueMap, //storage/browser/quota/quota_callbacks.h, //67
base::internal::RunnableAdapter, //base/bind_internal.h, //148
base::internal::RunnableAdapter, //base/bind_internal.h, //166
base::internal::RunnableAdapter, //base/bind_internal.h, //185
media::CdmResultPromise, //media/blink/cdm_result_promise.h, //25
media::MojoCdmPromise, //media/mojo/services/mojo_cdm_promise.h, //18
base::Callback, //base/callback.h, //366
base::CallbackList, //base/callback_list.h, //207
base::internal::RunnableAdapter, //base/bind_internal_win.h, //24
gin::internal::Invoker, //gin/function_template.h, //148
gin::internal::Invoker, //gin/function_template.h, //151
content::CdmPromiseInternal, //content/browser/media/cdm/browser_cdm_manager.cc, //57
base::CancelableCallback, //base/cancelable_callback.h, //59
Tuple, //base/tuple.h, //151
media::CdmPromiseTraits, //media/base/cdm_promise.h, //61
ParamTuple, //chrome/browser/devtools/devtools_embedder_message_dispatcher.cc, //54
ParamTuple, //chrome/browser/devtools/devtools_embedder_message_dispatcher.cc, //67
IndexSequence, //base/tuple.h, //38
base::internal::BindState, //base/bind_internal.h, //370
base::internal::BindsArrayToFirstArg, //base/bind_internal.h, //106
base::internal::BindsArrayToFirstArg, //base/bind_internal.h, //109
base::internal::ForceVoidReturn, //base/bind_internal.h, //211
base::internal::HasNonConstReferenceParam, //base/bind_internal.h, //79
base::internal::HasRefCountedParamAsRawPtr, //base/bind_internal.h, //117
base::internal::HasRefCountedParamAsRawPtr, //base/bind_internal.h, //120
base::internal::HasRefCountedTypeAsRawPtr, //base/bind_internal.h, //89
base::internal::HasRefCountedTypeAsRawPtr, //base/bind_internal.h, //95
base::internal::InvokeHelper, //base/bind_internal.h, //284
base::internal::InvokeHelper, //base/bind_internal.h, //291
base::internal::InvokeHelper, //base/bind_internal.h, //298
base::internal::Invoker, //base/bind_internal.h, //334
base::internal::IsWeakMethod, //base/bind_helpers.h, //488
base::internal::TypeList, //base/bind_helpers.h, //500
sync_file_system::drive_backend::internal::InvokeAndInvalidateHelper, //chrome/browser/sync_file_system/drive_backend/callback_tracker_internal.h, //40
sync_file_system::drive_backend::internal::RelayToTaskRunnerHelper, //chrome/browser/sync_file_system/drive_backend/callback_helper.h, //71
MakeIndexSequenceImpl, //base/tuple.h, //94
MakeIndexSequenceImpl, //base/tuple.h, //99
TupleBaseImpl, //base/tuple.h, //162
TupleTypes, //base/tuple.h, //207
gin::internal::Dispatcher, //gin/function_template.h, //199
gin::internal::IndicesGenerator, //gin/function_template.h, //115
gin::internal::IndicesGenerator, //gin/function_template.h, //121
gin::internal::IndicesHolder, //gin/function_template.h, //112
base::is_member_function_pointer, //base/template_util.h, //37
base::is_member_function_pointer, //base/template_util.h, //39
base::internal::ConcatTypeListsImpl, //base/bind_helpers.h, //530
base::internal::DropTypeListItemImpl, //base/bind_helpers.h, //508
base::internal::DropTypeListItemImpl, //base/bind_helpers.h, //512
base::internal::IsWeakMethod, //base/bind_helpers.h, //491
base::internal::IsWeakMethod, //base/bind_helpers.h, //494
base::internal::MakeFunctionTypeImpl, //base/bind_helpers.h, //543
base::internal::MaybeScopedRefPtr, //base/bind_helpers.h, //447
base::internal::MaybeScopedRefPtr, //base/bind_helpers.h, //452
base::internal::MaybeScopedRefPtr, //base/bind_helpers.h, //457
base::internal::MaybeScopedRefPtr, //base/bind_helpers.h, //462
base::internal::MaybeScopedRefPtr, //base/bind_helpers.h, //470
base::internal::MaybeScopedRefPtr, //base/bind_helpers.h, //475
media::internal::TrampolineHelper, //media/base/bind_to_current_loop.h, //49

alias class templates
TupleBase, //base/tuple.h, //146
hash_map, //base/containers/hash_tables.h, //136
hash_multimap, //base/containers/hash_tables.h, //142
hash_multiset, //base/containers/hash_tables.h, //148
hash_set, //base/containers/hash_tables.h, //154
hash_map, //base/containers/hash_tables.h, //164
hash_multimap, //base/containers/hash_tables.h, //170
hash_multiset, //base/containers/hash_tables.h, //177
hash_set, //base/containers/hash_tables.h, //184
ScopedOpenSSL, //crypto/scoped_openssl_types.h, //31
XScopedPtr, //ui/gfx/x/x11_types.h, //30
List, //sandbox/linux/bpf_dsl/cons.h, //62

potential variadic function templates
testing::DispatchToFunction, //testing/gmock_mutant.h, //119
testing::DispatchToFunction, //testing/gmock_mutant.h, //133
testing::DispatchToFunction, //testing/gmock_mutant.h, //147
testing::DispatchToFunction, //testing/gmock_mutant.h, //162
testing::DispatchToFunction, //testing/gmock_mutant.h, //178
testing::DispatchToFunction, //testing/gmock_mutant.h, //194
testing::DispatchToFunction, //testing/gmock_mutant.h, //210
testing::DispatchToFunction, //testing/gmock_mutant.h, //224
testing::DispatchToFunction, //testing/gmock_mutant.h, //238
