variadic function templates, variadic class templates, alias class templates
3, //0, //0

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
0, //0, //5

variadic function templates
el::Logger::log, //extensions/common/easyloggingc++.hpp, //5174
el::Logger::log_, //extensions/common/easyloggingc++.hpp, //5137
el::Logger::verbose, //extensions/common/easyloggingc++.hpp, //5185

variadic class templates

alias class templates

potential variadic function templates

potential variadic class templates

potential alias class templates
const_iterator, //extensions/common/easyloggingc++.hpp, //1939
iterator, //extensions/common/easyloggingc++.hpp, //1938
const_iterator, //extensions/common/easyloggingc++.hpp, //2015
iterator, //extensions/common/easyloggingc++.hpp, //2014
base_type, //extensions/common/glm/detail/_swizzle.hpp, //189
