variadic function templates, variadic class templates, alias class templates
3, //1, //0

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
10, //2, //55

variadic function templates
tools::error::throw_wallet_ex, //src/wallet/wallet_errors.h, //598
get, //tests/io.h, //113
testing::internal::PrintTo, //tests/gtest/include/gtest/gtest-printers.h, //572

variadic class templates
testing::internal::TuplePolicy, //tests/gtest/include/gtest/gtest-printers.h, //796

alias class templates

potential variadic function templates
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //816
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //828
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //840
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //852
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //864
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //876
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //888
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //900
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //912
std::tr1::gtest_internal::Get::ConstField, //tests/gtest/include/gtest/internal/gtest-tuple.h, //924
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //643
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //236
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //277
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //312
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //351
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //393
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //438
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //485
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //535
std::tr1::tuple::CopyFrom, //tests/gtest/include/gtest/internal/gtest-tuple.h, //587
std::tr1::gtest_internal::Get::Field, //tests/gtest/include/gtest/internal/gtest-tuple.h, //812
std::tr1::gtest_internal::Get::Field, //tests/gtest/include/gtest/internal/gtest-tuple.h, //824
std::tr1::gtest_internal::Get::Field, //tests/gtest/include/gtest/internal/gtest-tuple.h, //836
std::tr1::gtest_internal::Get::Field, //tests/gtest/include/gtest/internal/gtest-tuple.h, //848
