variadic function templates, variadic class templates, alias class templates
0, //0, //0

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
1, //0, //21

variadic function templates

variadic class templates

alias class templates

potential variadic function templates
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //77
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //94
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //114
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //137
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //163
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //193
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //227
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //264
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //304
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //347
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //394
utl::queryDeepInterface, //main/unotools/inc/unotools/querydeep.hxx, //445

potential variadic class templates

potential alias class templates
F_Tok, //main/autodoc/source/parser/inc/semantic/callf.hxx, //69
self, //main/o3tl/inc/o3tl/heap_ptr.hxx, //83
component_type, //main/basebmp/inc/basebmp/rgbmaskpixelformats.hxx, //77
base_type, //main/basebmp/inc/basebmp/rgbmaskpixelformats.hxx, //110
base_type, //main/basebmp/inc/basebmp/rgbmaskpixelformats.hxx, //172
self, //main/autodoc/inc/ary/types.hxx, //90
self, //main/o3tl/inc/o3tl/range.hxx, //48
node_self, //main/autodoc/inc/ary/symtreenode.hxx, //77
client_type, //main/autodoc/inc/ary/stdconstiter.hxx, //73
component_type, //main/basebmp/inc/basebmp/truecolormaskaccessor.hxx, //85
impl_type, //main/autodoc/source/ary/inc/store/s_iterator.hxx, //196
self, //main/autodoc/source/ary/inc/store/s_iterator.hxx, //195
impl_container, //main/autodoc/source/ary/inc/store/s_iterator.hxx, //94
self, //main/autodoc/source/ary/inc/store/s_iterator.hxx, //93
impl_type, //main/autodoc/source/ary/inc/store/s_iterator.hxx, //146
self, //main/autodoc/source/ary/inc/store/s_iterator.hxx, //145
impl_container, //main/autodoc/source/ary/inc/store/s_iterator.hxx, //53
self, //main/autodoc/source/ary/inc/store/s_iterator.hxx, //52
c_iter, //main/autodoc/source/ary/inc/store/s_storage.hxx, //49
container_type, //main/autodoc/source/ary/inc/store/s_storage.hxx, //47
iter, //main/autodoc/source/ary/inc/store/s_storage.hxx, //50
