variadic function templates, variadic class templates, alias class templates
6, //0, //4

old substitutes of variadic function templates, old substitutes of variadic class templates, old substitutes of alias class templates
0, //0, //0

variadic function templates
openage::Unit::make_location, //cpp/unit/unit.h, //83
openage::Unit::make_location_annex, //cpp/unit/unit.h, //101
openage::util::tu_unique_value, //cpp/util/unique_identifier.h, //37
openage::util::unique_memorycell, //cpp/util/unique_identifier.h, //47
openage::util::unique_memorycell, //cpp/util/unique_identifier.h, //23
openage::util::unique_value, //cpp/util/unique_identifier.h, //13

variadic class templates

alias class templates
job_function_t, //cpp/job/types.h, //17
abortable_function_t, //cpp/job/types.h, //26
result_function_t, //cpp/job/types.h, //35
callback_function_t, //cpp/job/types.h, //44

potential variadic function templates

potential variadic class templates

potential alias class templates
