class template, instantiations, multiple overload instantiations, loc, definition file path, line
wxListCtrlValidator, //1, //1, //74, //tools/editworld/src/wxDialogs/listctrlval.hpp, //43

function template, instantiations, multiple overload instantiations, loc, definition file path, line
LimitsDialog::LimitsDialog, //0, //0, //11, //tools/editworld/src/wxDialogs/limitsdialog.hpp, //56
InitialLimitsDialog::InitialLimitsDialog, //0, //0, //6, //tools/editworld/src/wxDialogs/initiallimitsdialog.hpp, //48
CHeightMap::SetScrollLimits, //0, //0, //4, //tools/editworld/src/heightmap.h, //1044
InitialLimitsDlg::InitialLimitsDlg, //0, //0, //10, //tools/editworld/src/initiallimitsdlg.hpp, //41
to_string, //8, //1, //6, //tools/lobbyserver_cpp/src/lobby/game.cpp, //45
LimitsDialog::LimitsDialog, //0, //0, //13, //tools/editworld/src/limitsdialog.hpp, //40

