class template, instantiations, multiple overload instantiations, loc, definition file path, line
basicFilters, //2, //1, //172, //include/basic_filters.h, //43
bufferAllocator::autoCleaner, //1, //1, //18, //include/buffer_allocator.h, //55

function template, instantiations, multiple overload instantiations, loc, definition file path, line
tMax, //15, //7, //8, //include/templates.h, //64
tLimit, //6, //5, //5, //include/templates.h, //77
tAbs, //8, //1, //4, //include/templates.h, //42
tMin, //7, //3, //8, //include/templates.h, //51
pointSize, //0, //0, //12, //include/gui_templates.h, //50

