class template, instantiations, multiple overload instantiations, loc, definition file path, line
S_Alloc::SecureAlloc, //11, //4, //57, //corelib/StringX.h, //30
S_Alloc::SecureAlloc::rebind, //0, //0, //3, //corelib/StringX.h, //84

function template, instantiations, multiple overload instantiations, loc, definition file path, line
S_Alloc::SecureAlloc::SecureAlloc, //0, //0, //1, //corelib/StringX.h, //48
S_Alloc::operator!=, //0, //0, //4, //corelib/StringX.h, //130
S_Alloc::operator==, //0, //0, //4, //corelib/StringX.h, //124

