class template, instantiations, multiple overload instantiations, loc, definition file path, line
CExportTextWarningDlg, //1, //1, //13, //pwsafe/pwsafe/src/ui/wxWidgets/ExportTextWarningDlg.h, //27
AdvancedSelectionDlg, //3, //2, //869, //pwsafe/pwsafe/src/ui/wxWidgets/AdvancedSelectionDlg.h, //146
dereference, //0, //0, //6, //pwsafe/pwsafe/src/core/Util.h, //164
get_second, //0, //0, //6, //pwsafe/pwsafe/src/core/Util.h, //156
AdvancedSelectionImpl, //1, //1, //13, //pwsafe/pwsafe/src/ui/wxWidgets/AdvancedSelectionDlg.h, //129
S_Alloc::SecureAlloc, //15, //5, //58, //pwsafe/pwsafe/src/core/StringX.h, //34
S_Alloc::SecureAlloc::rebind, //0, //0, //3, //pwsafe/pwsafe/src/core/StringX.h, //88

function template, instantiations, multiple overload instantiations, loc, definition file path, line
RestoreTreeItem, //0, //0, //11, //pwsafe/pwsafe/src/ui/wxWidgets/guiinfo.cpp, //187
VisitGroupItems, //0, //0, //24, //pwsafe/pwsafe/src/ui/wxWidgets/guiinfo.cpp, //161
ToUpper, //2, //1, //5, //pwsafe/pwsafe/src/core/StringX.cpp, //36
Format, //47, //38, //18, //pwsafe/pwsafe/src/core/StringX.cpp, //221
Format, //49, //17, //19, //pwsafe/pwsafe/src/core/StringX.cpp, //197
LoadAString, //114, //92, //10, //pwsafe/pwsafe/src/core/StringX.cpp, //145
Replace, //4, //2, //15, //pwsafe/pwsafe/src/core/StringX.cpp, //96
Replace, //2, //2, //18, //pwsafe/pwsafe/src/core/StringX.cpp, //112
CompareNoCase, //6, //2, //4, //pwsafe/pwsafe/src/core/StringX.cpp, //24
ToLower, //8, //2, //5, //pwsafe/pwsafe/src/core/StringX.cpp, //30
PasswordSafeFrame::DoExportText, //2, //1, //55, //pwsafe/pwsafe/src/ui/wxWidgets/passwordsafeframe.cpp, //2686
EmptyIfOnlyWhiteSpace, //2, //1, //7, //pwsafe/pwsafe/src/core/StringX.cpp, //88
Remove, //1, //1, //13, //pwsafe/pwsafe/src/core/StringX.cpp, //131
Trim, //1, //1, //14, //pwsafe/pwsafe/src/core/StringX.cpp, //42
TrimLeft, //2, //2, //13, //pwsafe/pwsafe/src/core/StringX.cpp, //73
TrimRight, //4, //2, //13, //pwsafe/pwsafe/src/core/StringX.cpp, //58
PWSMatch::Match, //5, //1, //16, //pwsafe/pwsafe/src/core/Match.h, //55
PasswordSafeSearch::FindMatches, //0, //0, //7, //pwsafe/pwsafe/src/ui/wxWidgets/PasswordSafeSearch.cpp, //359
PasswordSafeSearch::FindMatches, //0, //0, //56, //pwsafe/pwsafe/src/ui/wxWidgets/PasswordSafeSearch.cpp, //381
S_Alloc::SecureAlloc::SecureAlloc, //0, //0, //1, //pwsafe/pwsafe/src/core/StringX.h, //52
TiXmlElement::QueryValueAttribute, //0, //0, //11, //pwsafe/pwsafe/src/core/tinyxml/tinyxml.h, //1031
S_Alloc::operator!=, //0, //0, //4, //pwsafe/pwsafe/src/core/StringX.h, //135
S_Alloc::operator==, //0, //0, //4, //pwsafe/pwsafe/src/core/StringX.h, //129

