class template, instantiations, multiple overload instantiations, loc, definition file path, line
systemtap::GraphData, //0, //0, //17, //grapher/GraphData.hxx, //56
systemtap::Singleton, //2, //1, //20, //grapher/Time.hxx, //19
save_and_restore, //2, //1, //9, //util.h, //207
auto_free_ref, //0, //0, //17, //auto_free.h, //39
generic_dpg, //0, //0, //8, //tapsets.h, //39
__gnu_cxx::hash, //0, //0, //4, //unordered.h, //42
__sdt_type, //0, //0, //4, //includes/sys/sdt.h, //74
__sdt_type, //0, //0, //2, //includes/sys/sdt.h, //117
__sdt_type, //0, //0, //2, //includes/sys/sdt.h, //120

function template, instantiations, multiple overload instantiations, loc, definition file path, line
lex_cast, //102, //15, //7, //util.h, //81
update_visitor::provide, //137, //1, //4, //staptree.h, //951
update_visitor::replace, //97, //1, //4, //staptree.h, //956
update_visitor::require, //11, //1, //13, //staptree.h, //937
deep_copy_visitor::deep_copy, //5, //1, //5, //staptree.h, //1016
resolve_2types, //4, //1, //33, //elaborate.cxx, //4170
lex_cast, //23, //4, //8, //util.h, //91
lex_cast_qstring, //24, //6, //8, //util.h, //154
eval_comparison, //5, //2, //17, //parse.cxx, //296
delete_map, //3, //2, //6, //util.h, //196
hex_dump, //1, //1, //16, //util.h, //133
lex_cast_hex, //0, //0, //8, //util.h, //122

