class template, instantiations, multiple overload instantiations, loc, definition file path, line
ValueContainer, //4, //4, //17, //include/configreader.h, //81
DLLFactory, //1, //1, //17, //include/dynamic.h, //114

function template, instantiations, multiple overload instantiations, loc, definition file path, line
DELETE, //114, //61, //5, //include/inspircd.h, //60
ConvToStr, //3, //1, //6, //include/inspircd.h, //116
Extensible::Extend, //1, //1, //4, //include/base.h, //71
Extensible::GetExt, //1, //1, //14, //include/base.h, //116
ConvNumeric, //3, //3, //17, //include/inspircd.h, //68
ConvToInt, //0, //0, //6, //include/inspircd.h, //123
itoa, //0, //0, //15, //include/inspircd.h, //133

