class template, instantiations, multiple overload instantiations, loc, definition file path, line
reference, //55, //10, //45, //include/base.h, //124
dynamic_reference, //20, //5, //23, //include/dynref.h, //66
insp::aligned_storage, //1, //1, //19, //include/aligned_storage.h, //28
ParamMode, //0, //0, //21, //include/parammode.h, //46
CommandModule, //0, //0, //12, //include/inspircd.h, //669
insp::detail::flat_map_base, //4, //1, //109, //include/flat_map.h, //67
insp::flat_map, //13, //7, //42, //include/flat_map.h, //284
SimpleExtItem, //22, //16, //39, //include/extensible.h, //143
insp::intrusive_list, //10, //7, //126, //include/intrusive_list_impl.h, //24
insp::intrusive_list_node, //11, //1, //21, //include/intrusive_list.h, //33
Handler, //8, //1, //6, //include/caller.h, //26
insp::flat_multimap, //3, //3, //37, //include/flat_map.h, //337
Caller, //7, //0, //11, //include/caller.h, //33
InsaneBan::Matcher, //0, //0, //16, //src/coremods/core_xline/core_xline.h, //34
ServerOnlyServerCommand, //0, //0, //13, //src/modules/m_spanningtree/servercommand.h, //77
UserOnlyServerCommand, //0, //0, //13, //src/modules/m_spanningtree/servercommand.h, //58
dynamic_reference_nocheck, //6, //2, //22, //include/dynref.h, //95
CommandMessage, //2, //2, //12, //src/coremods/core_privmsg.cpp, //265
InviteBase, //1, //1, //18, //include/membership.h, //117
insp::flat_set, //6, //4, //31, //include/flat_map.h, //204
insp::detail::map_pair_compare, //4, //1, //18, //include/flat_map.h, //31
insp::detail::map_value_compare, //0, //0, //9, //include/flat_map.h, //54
insp::flat_multiset, //0, //0, //31, //include/flat_map.h, //244
fakederef, //0, //0, //7, //include/inspircd.h, //58
stdalgo::defaultdeleter, //0, //0, //7, //include/stdalgo.h, //71

function template, instantiations, multiple overload instantiations, loc, definition file path, line
ConvToInt, //35, //6, //6, //include/inspircd.h, //163
SocketEngine::ResizeDouble, //3, //1, //5, //include/socketengine.h, //310
ModuleNationalChars::RehashHashmap, //3, //1, //7, //src/modules/m_nationalchars.cpp, //229
ConvNumeric, //2, //2, //16, //include/inspircd.h, //99
ConvToStr, //96, //9, //6, //include/inspircd.h, //153
SearchAndReplace, //1, //1, //21, //include/hashcomp.h, //73
CmdBuilder::push_int, //20, //1, //6, //src/modules/m_spanningtree/commandbuilder.h, //107
ModuleManager::FindDataService, //8, //1, //4, //include/modules.h, //1224
stdalgo::delete_all, //7, //1, //4, //include/stdalgo.h, //93
stdalgo::erase, //8, //1, //10, //include/stdalgo.h, //105
stdalgo::isin, //4, //1, //4, //include/stdalgo.h, //123
stdalgo::vector::swaperase, //3, //1, //5, //include/stdalgo.h, //36
stdalgo::vector::swaperase, //2, //1, //10, //include/stdalgo.h, //55
CmdBuilder::insert, //3, //1, //6, //src/modules/m_spanningtree/commandbuilder.h, //123
DeleteZero, //3, //3, //6, //src/inspircd.cpp, //94
insp::flat_map::flat_map, //0, //0, //4, //include/flat_map.h, //298
insp::flat_map::insert, //2, //1, //5, //include/flat_map.h, //314
insp::flat_multimap::flat_multimap, //0, //0, //4, //include/flat_map.h, //350
insp::flat_multimap::insert, //0, //0, //5, //include/flat_map.h, //366
insp::flat_multiset::flat_multiset, //0, //0, //4, //include/flat_map.h, //255
insp::flat_multiset::insert, //0, //0, //5, //include/flat_map.h, //271
insp::flat_set::flat_set, //0, //0, //4, //include/flat_map.h, //215
insp::flat_set::insert, //0, //0, //5, //include/flat_map.h, //231
CmdBuilder::push_raw, //1, //1, //5, //src/modules/m_spanningtree/commandbuilder.h, //79
CmdBuilder::push_raw_int, //1, //1, //5, //src/modules/m_spanningtree/commandbuilder.h, //72

