class template, instantiations, multiple overload instantiations, loc, definition file path, line
save_and_restore, //2, //1, //9, //util.h, //218
auto_free_ref, //0, //0, //17, //auto_free.h, //39
generic_dpg, //0, //0, //8, //tapsets.h, //42
__sdt_type, //0, //0, //4, //includes/sys/sdt.h, //76
__sdt_type, //0, //0, //2, //includes/sys/sdt.h, //119
__sdt_type, //0, //0, //2, //includes/sys/sdt.h, //122
__gnu_cxx::hash, //0, //0, //4, //unordered.h, //42

function template, instantiations, multiple overload instantiations, loc, definition file path, line
deep_copy_visitor::deep_copy, //5, //1, //5, //staptree.h, //1021
update_visitor::provide, //134, //1, //4, //staptree.h, //956
update_visitor::replace, //99, //1, //4, //staptree.h, //961
update_visitor::require, //11, //1, //13, //staptree.h, //942
lex_cast, //104, //18, //7, //util.h, //92
delete_map, //3, //2, //6, //util.h, //207
hex_dump, //1, //1, //16, //util.h, //144
lex_cast, //23, //4, //8, //util.h, //102
lex_cast_hex, //0, //0, //8, //util.h, //133
lex_cast_qstring, //23, //6, //8, //util.h, //165
resolve_2types, //4, //1, //33, //elaborate.cxx, //4371
set_dlsym, //0, //0, //13, //stapdyn/stapdyn.cxx, //89
stap_hash::add, //16, //1, //6, //hash.cxx, //79
eval_comparison, //5, //2, //17, //parse.cxx, //364

