class template, instantiations, multiple overload instantiations, loc, definition file path, line
Array2D, //1, //1, //11, //util.h, //317
save_and_restore, //2, //1, //9, //util.h, //232
auto_free_ref, //0, //0, //17, //auto_free.h, //39
generic_dpg, //0, //0, //8, //tapsets.h, //44
__gnu_cxx::hash, //0, //0, //4, //unordered.h, //42

function template, instantiations, multiple overload instantiations, loc, definition file path, line
update_visitor::provide, //137, //1, //4, //staptree.h, //992
update_visitor::replace, //102, //1, //4, //staptree.h, //997
lex_cast, //112, //18, //7, //util.h, //106
lex_cast, //25, //4, //8, //util.h, //116
update_visitor::require, //7, //1, //19, //staptree.h, //972
stap_hash::add, //12, //1, //6, //hash.cxx, //79
deep_copy_visitor::deep_copy, //6, //1, //5, //staptree.h, //1057
resolve_2types, //4, //1, //32, //elaborate.cxx, //4555
lex_cast_qstring, //23, //6, //8, //util.h, //179
hex_dump, //1, //1, //16, //util.h, //158
vector_has, //2, //1, //4, //util.h, //248
lex_cast_hex, //3, //1, //8, //util.h, //147
delete_map, //3, //2, //6, //util.h, //221
set_dlsym, //0, //0, //5, //stapdyn/dynutil.h, //36
eval_comparison, //5, //2, //17, //parse.cxx, //327

