class template, instantiations, multiple overload instantiations, loc, definition file path, line
auto_free_ref, //0, //0, //17, //auto_free.h, //39
systemtap::GraphData, //0, //0, //7, //grapher/GraphData.hxx, //35
__gnu_cxx::hash, //0, //0, //4, //unordered.h, //42
generic_dpg, //0, //0, //8, //tapsets.h, //35

function template, instantiations, multiple overload instantiations, loc, definition file path, line
update_visitor::provide, //91, //1, //4, //staptree.h, //873
update_visitor::replace, //68, //1, //4, //staptree.h, //878
lex_cast, //56, //8, //7, //util.h, //28
lex_cast_qstring, //20, //6, //8, //util.h, //63
deep_copy_visitor::deep_copy, //7, //1, //5, //staptree.h, //934
update_visitor::require, //12, //1, //13, //staptree.h, //859
resolve_2types, //4, //1, //33, //elaborate.cxx, //3452
dwarf_assert, //1, //1, //5, //dwarf_wrappers.h, //60
dwfl_assert, //0, //0, //5, //dwarf_wrappers.h, //38
dwfl_assert, //0, //0, //5, //dwarf_wrappers.h, //46
delete_map, //0, //0, //6, //util.h, //105
lex_cast, //7, //3, //8, //util.h, //38
lex_cast_hex, //0, //0, //8, //util.h, //50
eval_comparison, //2, //2, //17, //parse.cxx, //163

