class template, instantiations, multiple overload instantiations, loc, definition file path, line
generic_dpg, //0, //0, //8, //tapsets.cxx, //62

function template, instantiations, multiple overload instantiations, loc, definition file path, line
lex_cast, //18, //3, //8, //util.h, //31
lex_cast_hex, //0, //0, //9, //util.h, //44
lex_cast_qstring, //26, //8, //30, //util.h, //59
stringify, //22, //6, //7, //util.h, //22
provide, //37, //1, //6, //staptree.h, //878
require, //49, //8, //12, //staptree.h, //839
resolve_2types, //4, //1, //33, //elaborate.cxx, //2296

