class template, instantiations, multiple overload instantiations, loc, definition file path, line
gr::Function, //2, //1, //42, //src/util/Function.hh, //135
gr::impl::FuncHolder, //1, //1, //20, //src/util/Function.hh, //81
gr::impl::FuncImpl, //0, //0, //7, //src/util/Function.hh, //31
gr::impl::FuncImpl, //0, //0, //7, //src/util/Function.hh, //39
gr::impl::FuncImpl, //0, //0, //7, //src/util/Function.hh, //47
gr::impl::FuncTrait, //0, //0, //6, //src/util/Function.hh, //60
gr::impl::FuncTrait, //0, //0, //6, //src/util/Function.hh, //67
gr::impl::FuncTrait, //0, //0, //6, //src/util/Function.hh, //74
gr::impl::NullFunc, //0, //0, //18, //src/util/Function.hh, //108

function template, instantiations, multiple overload instantiations, loc, definition file path, line
gr::Function::Function, //0, //0, //4, //src/util/Function.hh, //147
gr::Function::operator(), //0, //0, //4, //src/util/Function.hh, //169
gr::Function::operator(), //0, //0, //4, //src/util/Function.hh, //174
gr::impl::MakeFuncHolder, //2, //1, //4, //src/util/Function.hh, //128

