class template, instantiations, multiple overload instantiations, loc, definition file path, line
AbstractASTVisitorRule, //0, //0, //25, //oclint-rules/include/oclint/AbstractASTVisitorRule.h, //9
AbstractEmptyBlockStmtRule, //0, //0, //17, //oclint-rules/rules/empty/AbstractEmptyBlockStmtRule.h, //5

function template, instantiations, multiple overload instantiations, loc, definition file path, line
AbstractASTMatcherRule::addMatcher, //0, //0, //4, //oclint-rules/include/oclint/AbstractASTMatcherRule.h, //23
RedundantConditionalOperatorRule::extractFromImplicitCastExpr, //0, //0, //8, //oclint-rules/rules/redundant/RedundantConditionalOperatorRule.cpp, //11
RedundantIfStatementRule::extractStmt, //0, //0, //15, //oclint-rules/rules/redundant/RedundantIfStatementRule.cpp, //11
XMLReporter::writeSummaryProperty, //5, //1, //4, //oclint-reporters/reporters/XMLReporter.cpp, //94
XMLReporter::writeViolationAttribute, //8, //1, //4, //oclint-reporters/reporters/XMLReporter.cpp, //74

