class template, instantiations, multiple overload instantiations, loc, definition file path, line
sptr, //84, //16, //18, //sptr.hh, //96
sptr_base, //5, //2, //60, //sptr.hh, //12
const_sptr, //0, //0, //15, //sptr.hh, //129

function template, instantiations, multiple overload instantiations, loc, definition file path, line
File::Class::read, //30, //1, //2, //file.hh, //51
File::Class::write, //21, //1, //2, //file.hh, //67
sptr::sptr, //0, //0, //1, //sptr.hh, //106
sptr_base::sptr_base, //0, //0, //3, //sptr.hh, //39
arraySize, //0, //0, //1, //langcoder.hh, //208
File::Class::read, //2, //1, //2, //file.hh, //47
const_sptr::const_sptr, //0, //0, //1, //sptr.hh, //141

