object defined with implicit instantiated type, file, line
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sc/source/ui/condformat/condformatdlgentry.cxx, //1586
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sc/source/ui/condformat/condformatdlgentry.cxx, //1562
pPos, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/writerfilter/source/rtftok/rtfdocumentimpl.cxx, //161
pParentValue, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/writerfilter/source/rtftok/rtfdocumentimpl.cxx, //75
aIt, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/vcl/workben/vcldemo.cxx, //1140
conn, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/dbaccess/source/ui/querydesign/TableWindowTitle.cxx, //141
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/basctl/source/basicide/basidesh.cxx, //329
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sw/source/uibase/config/StoredChapterNumbering.cxx, //259
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/avmedia/source/gstreamer/gstplayer.cxx, //181
r, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/compilerplugins/clang/pluginhandler.cxx, //119
elapsed, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/vcl/qa/cppunit/BitmapFilterTest.cxx, //154
end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/vcl/qa/cppunit/BitmapFilterTest.cxx, //153
start, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/vcl/qa/cppunit/BitmapFilterTest.cxx, //145
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/forms/source/solar/control/navtoolbar.cxx, //155
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sc/source/ui/condformat/condformatdlg.cxx, //61
itr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sc/source/filter/excel/xeextlst.cxx, //309
iPanel, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sfx2/source/sidebar/FocusManager.cxx, //70
iButton, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sfx2/source/sidebar/FocusManager.cxx, //295
iPanel, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sfx2/source/sidebar/FocusManager.cxx, //282
iPanel, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sfx2/source/sidebar/FocusManager.cxx, //112
aI, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/sfx2/source/dialog/backingwindow.cxx, //206

object defined with explicit instantiated type, file, line
m_pEDValue, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/cui/source/options/optaboutconfig.hxx, //80
X, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/compilerplugins/clang/store/svstreamoutputoperators.cxx, //220
maSvgStyleAttributes, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/svgio/inc/svgio/svgreader/svgstylenode.hxx, //34
m_pData, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/dbaccess/source/ext/macromigration/docinteraction.hxx, //73
context, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/cppuhelper/source/defaultbootstrap.cxx, //95
context_values, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/cppuhelper/source/defaultbootstrap.cxx, //62
smgr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/cppuhelper/source/defaultbootstrap.cxx, //56
tmgr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/cppuhelper/source/defaultbootstrap.cxx, //59
pHScrollBar, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/starmath/inc/edit.hxx, //52
pScrollBox, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/LibreOffice/latest version/starmath/inc/edit.hxx, //54
