object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
next, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/edit_arc3D/reconstruction.cpp, //155
prev, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/edit_arc3D/reconstruction.cpp, //156
k_, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/edit_arc3D/reconstruction.cpp, //95
lookup_, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/edit_arc3D/reconstruction.cpp, //103
m_vIdentFun, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/external/muparser_v132/include/muParserTokenReader.h, //144
textIter, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/render_gdp/shaderDialog.cpp, //157
textureInfo, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/render_gdp/shaderStructs.h, //81
m_devices, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/external/openkinect/include/libfreenect.hpp, //154
freenect, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/external/openkinect/include/libfreenect.hpp, //146
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/external/openkinect/include/libfreenect.hpp, //122
p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //57
p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //64
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //173
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //212
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //127
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //200
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //133
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //166
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //206
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //218
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //224
q, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/Polynomial.inl, //234
m_files, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/fgt/filter_physics/DynamicMeshSubFilter.h, //35
m_state, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/fgt/filter_physics/DynamicMeshSubFilter.h, //36
ReconstructionFunction, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/MultiGridOctest.cpp, //103
center, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/MultiGridOctest.cpp, //99
tree, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/filter_poisson/src/MultiGridOctest.cpp, //102
c, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/io_expe/import_expe.h, //295
v, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/io_expe/import_expe.h, //294
data, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/io_expe/import_expe.h, //368
v, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/meshlabplugins/io_expe/import_expe.h, //373
b, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/external/CoMISo/Examples/small_quadratic_example/main.cc, //75
ids_to_round, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/external/CoMISo/Examples/small_quadratic_example/main.cc, //82
org_x, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/external/CoMISo/Examples/small_quadratic_example/main.cc, //94
x, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MeshLab/latest version/meshlab/src/external/CoMISo/Examples/small_quadratic_example/main.cc, //74
