object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
best_match, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/cli/clicommand.cpp, //173
best_match, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/cli/clicommand.cpp, //232
result, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/cli/clicommand.cpp, //36
result, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/cli/clicommand.cpp, //71
items, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/config/configitem.cpp, //298
types, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/config/configitem.cpp, //338
vname, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/cli/featurelistcommand.cpp, //32
sVec, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/plugins/check_ping.cpp, //159
sVec, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/plugins/check_ping.cpp, //177
vname, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/cli/pkirequestcommand.cpp, //28
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //741
time_bag_end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //1349
time_bag_start, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //1346
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //1394
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //1267
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //1233
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //836
state_time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //911
now_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //160
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //161
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //440
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //590
time_bag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/db_ido/dbevents.cpp, //655
m_AttributePath, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/base/exception.hpp, //89
vname, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/cli/pkinewcacommand.cpp, //26
tokens, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/legacytimeperiod.cpp, //168
hd1, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/legacytimeperiod.cpp, //342
hd2, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/legacytimeperiod.cpp, //342
times, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/legacytimeperiod.cpp, //335
ranges, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/legacytimeperiod.cpp, //382
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //157
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //136
realArguments, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //150
argv, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //119
argvExtra, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //125
co, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //309
co, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //357
arguments, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //71
commands, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/icinga/externalcommandprocessor.cpp, //63
tags, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/perfdata/opentsdbwriter.cpp, //113
m_ClosedVars, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Icinga2/latest version/lib/config/expression.hpp, //834
