object defined with implicit instantiated type, file, line
PrintFileNotFound, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/omxplayer.cpp, //670
subtitles_path, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/omxplayer.cpp, //697
load_glyph_internal, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/SubtitleRenderer.cpp, //94

object defined with explicit instantiated type, file, line
glyphs_, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/SubtitleRenderer.h, //123
line_positions_, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/SubtitleRenderer.h, //125
line_widths_, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/SubtitleRenderer.h, //126
m_overlays, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXPlayerVideo.h, //62
m_packets, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXPlayerVideo.h, //61
m_subtitle_packets, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXPlayerVideo.h, //60
getter, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //640
getter, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //654
ctor, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //167
this_, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //149
lt, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //460
copier, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //304
ctor, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //309
static_applier, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //310
assigner, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //339
has_same, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //327
assigner, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //361
has_same, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //349
eq, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //445
gt, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/variant.hpp, //475
external_subtitles, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/omxplayer.cpp, //789
subtitles, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXPlayerSubtitles.h, //93
m_external_subtitles, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXPlayerSubtitles.h, //123
m_mailbox, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXPlayerSubtitles.h, //130
m_thread_stopped, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXPlayerSubtitles.h, //136
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllSwResample.h, //124
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllSwResample.h, //125
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllSwResample.h, //126
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllSwResample.h, //127
m_packets, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXPlayerAudio.h, //58
text_lines, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/Srt.cpp, //71
itt, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/PCMRemap.cpp, //215
path, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/utils/PCMRemap.cpp, //321
m_Langclass, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/OMXSubtitleTagSami.h, //63
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //184
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //185
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //186
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //187
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //188
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //189
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //190
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //191
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //192
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //193
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //194
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //198
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //199
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //200
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //201
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //202
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //203
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //204
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //205
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //206
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //207
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //208
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //209
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //210
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //211
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OMXPlayer/latest version/DllAvCodec.h, //212
