object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
m_changed_columns, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_data_change.h, //89
m_changed_columns2, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_data_change.h, //95
update_values, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_data_change.h, //141
base, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/memcache/include/workitem.h, //47
attr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/include/my_xml.h, //61
field_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/events.cc, //660
trx_savepoints, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/innobase/include/trx0roll.h, //246
insert_undo_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/innobase/include/trx0rseg.h, //181
update_undo_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/innobase/include/trx0rseg.h, //174
m_values, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/tools/restore/Restore.hpp, //469
m_columns, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/ndbapi/NdbInfo.hpp, //83
m_tables, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/ndbapi/NdbInfo.hpp, //107
test_data, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/unittest/gunit/innodb/ha_innodb-t.cc, //39
cond_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/innobase/include/pars0pars.h, //715
func_node_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/innobase/include/pars0pars.h, //719
acl_grant_name, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/auth/sql_user.cc, //537
user_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/auth/sql_user.cc, //951
user_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/auth/sql_user.cc, //1075
user_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/auth/sql_user.cc, //1169
user_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/auth/sql_user.cc, //1272
header, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/myisam/myisamdef.h, //60
all_fields, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_optimizer.h, //244
fields_list, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_optimizer.h, //249
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_resolver.cc, //1547
rollup_fields, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_resolver.cc, //1536
fields, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_optimizer.h, //45
ref_it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_resolver.cc, //709
exprs_it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_resolver.cc, //1265
non_agg_fields_it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_resolver.cc, //1281
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/sql/sql_resolver.cc, //466
ndbinfo_COLUMNS, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //41
ndbinfo_COUNTERS, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //147
ndbinfo_DISKPAGEBUFFER, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //171
ndbinfo_LOGBUFFERS, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //120
ndbinfo_LOGSPACES, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //106
ndbinfo_MEMBERSHIP, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //257
ndbinfo_NODES, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //159
ndbinfo_OPERATIONS, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //239
ndbinfo_POOLS, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/MySQLServer/latest version/storage/ndb/src/kernel/vm/NdbinfoTables.cpp, //65
