object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
curr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modes/umode_s.cpp, //76
snomasks, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/users.h, //317
AllowedChanModes, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/configreader.h, //173
AllowedUserModes, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/configreader.h, //170
class_blocks, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/configreader.h, //180
iter, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/users.cpp, //393
oper_block, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/configreader.h, //176
invites, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/membership.h, //122
config, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/users.h, //68
parameters, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/users.cpp, //565
MyClass, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/users.h, //676
exceptions, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/users.cpp, //894
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/users.cpp, //902
handler, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/users.cpp, //877
modes, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/users.h, //248
oper, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/users.h, //339
translation, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/ctables.h, //153
LDAP, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_ldapoper.cpp, //160
params, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_ldapoper.cpp, //48
LDAP, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_ldapoper.cpp, //107
ci, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_close.cpp, //53
closed, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_close.cpp, //36
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/stdalgo.h, //107
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/stdalgo.h, //57
ports, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/inspircd.h, //390
bind_tag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/socket.h, //139
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/coremods/core_stats.cpp, //96
filters, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_filter.cpp, //169
types, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/extensible.h, //124
DataProviders, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/modules.h, //1066
Modules, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/modules.h, //1030
prioritizationState, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/modules.h, //1036
ShunEnabledCommands, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_shun.cpp, //171
OnCheckExemption, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/inspircd.h, //607
CapKeys, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_spanningtree/treesocket.h, //72
ac, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_spanningtree/treesocket.h, //67
link, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/m_spanningtree/treesocket.h, //66
reading, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/configparser.h, //43
vars, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/include/configparser.h, //44
j, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/extra/m_pgsql.cpp, //570
conf, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/extra/m_pgsql.cpp, //142
queue, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/extra/m_pgsql.cpp, //143
buffer, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/extra/m_pgsql.cpp, //414
buffer, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/extra/m_pgsql.cpp, //449
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/InspIRCd/latest version/src/modules/extra/m_pgsql.cpp, //173
