object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
snap_stag_map, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/client/fuse_ll.cc, //90
stag_snap_map, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/client/fuse_ll.cc, //91
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //973
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //842
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //921
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1128
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1024
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1083
k, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //191
k, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //223
k, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //52
k, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //68
key, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //104
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1583
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1572
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //298
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //404
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1319
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1330
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1404
key_deque, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1414
args, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/ObjectMap/test_keyvaluedb_iterators.cc, //1772
vec, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/system/rados_open_pools_parallel.cc, //107
vec2, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/test/system/rados_open_pools_parallel.cc, //125
dentries, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //91
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //73
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //96
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //110
inodes, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //70
j, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //113
names, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //112
p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //137
paths, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/tools/cephfs/JournalFilter.cc, //134
p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/os/JournalingObjectStore.cc, //245
commit_waiters, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/os/JournalingObjectStore.h, //59
p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/os/JournalingObjectStore.cc, //271
tls, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/os/JournalingObjectStore.cc, //84
m_map, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/rbd_replay/ImageNameMap.hpp, //49
p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CEPH/latest version/src/rbd_replay/ImageNameMap.cc, //63
